"term","definition","source_anchor","notes"
"SBOM Assembler (Role)","(CPANSec-2024) An 🟨 SBOM Contributor (Non-authoritative metadata provider) that produces an SBOM that contains any resolved dependencies as part of a build, packaging or container assembly process. MAY consume Source SBOM , Build SBOM and/or Deployed SBOM type documents SHOULD produce Build SBOM and/or Deployed SBOM type documents","https://security.metacpan.org/docs/glossary.html#sbom-assembler-role","(Ref: CPANSec-2024 )"
"SBOM Author (Authoritative Metadata provider) (Role)","(CPANSec-2024) 🟥 SBOM Author (Authoritative). An authoritative source of an SBOM, or an SBOM metadata attributes. | (CISA-2024-3) Creates an SBOM. | (CPANSec-2024) SBOM Authors create, define, or sign SBOM metadata — They make sure the attributes and related artifacts Exist . This mostly means authoritative metadata attributes as laid out in the different Supply-chain Roles . In addition to attributes encountered throughout the supply-chain, they care about the attributes listed in the table below. They may edit SBOM files manually or use tooling for analyzing artifacts, or ideally – use have SBOMs generated automatically as part of a build process. (NTIA-2021, “Produce” category)","https://security.metacpan.org/docs/glossary.html#sbom-author-role","Note (CPANSec-2024) SBOM Authors who are not authoritative sources, but instead gather SBOM metadata from different dependencies, may be referred to as an SBOM Assembler . (CPANSec-2024) SBOM Authors may also collect, assemble, update, or annotate SBOM metadata — They make sure the metadata and related artifacts are Current . They may for example collect SBOMs throughout build dependency resolution, and assemble (merge), translate (transform), to produce SBOMs for analysis or audit purposes. (NTIA-2021, “Transform” category, paraphrased) (CPANSec-2024) An SBOM Author who is tasked with removing (censoring) sensitive information from SBOM documents may be called SBOM Censor || (Ref: CISA-2024-3 , NTIA-2021 , CPANSec-2024 )"
"SBOM Contributor (Non-authoritative metadata provider) (Role)","(CPANSec-2024) 🟨 SBOM Author (Non-authoritative) A non-authoritative SBOM Author . | (CPANSec-2024) Someone that gathers, assembles or updates SBOMs from different sources into a new SBOM. This is a informal Role separate from “SBOM Author” for clarifying the responsibility when the Role intends to gather , assemble or update metadata attributes, instead of being the authoritative creator of an attributes. This assumes some attributes may be in need of updating as an SBOM is passed down a supply-chain – for example to correct upstream assumptions like ‘Download location’, add missing attributes, or update the list of resolved dependencies. The intention is to distinguish between “SBOM Author” and “SBOM Assembler” in the same way as one distinguishes between “Create” and “Update” in CRUD – to clarify responsibilities and expectations for who is the original source of some metadata attributes.","https://security.metacpan.org/docs/glossary.html#sbom-contributor-role","(Ref: CISA-2024-3 , NTIA-2021 , CPANSec-2024 )"
"SBOM Distributor (Role)","(CPANSec-2024) 🟩 SBOM Distributor. SBOM Distributor roles distribute, curate, or index SBOM metadata — They make sure the metadata and related artifacts are made Available to others . They don’t have any specific metadata attributes that are commonly used across the different supply-chain consumer roles, beyond ensuring that SBOMs are available for others to use and refer to. | (CISA-2024-3) Receives SBOMs for the purpose of sharing them with SBOM Consumers or other Distributors. | (CISA-2023) Additionally, an SBOM Distributor may care about the following activities. Discovery: Mechanism used by the consumer to know the SBOM exists and how to access it. Access: Access control mechanisms used by the author or provider to regulate who can view or use an SBOM. Transport: Mechanism provided by the author or distributor to transfer an SBOM. Also, the action of the consumer receiving an SBOM.","https://security.metacpan.org/docs/glossary.html#sbom-distributor-role","(Ref: CISA-2023 , CISA-2024-3 , CPANSec-2024 )"
"SBOM Consumer (Role)","(CPANSec-2024) 🟦 SBOM Consumer. SBOM Consumer roles gather, inspect, analyze, aggregate or verify SBOM metadata — They make sure metadata and related artifacts are Useful , Complete , Correct or Compliant . They don’t have any specific metadata attributes that are commonly used across the different supply-chain Consumer roles. | (CISA-2024-3) Receives the transferred SBOM. This could include roles such as third parties, authors, integrators, and end users. | (NTIA-2021, “Consume” category) They may view SBOM files to understand the contents, and use this information to support decision making & business processes, or to compare and contrast SBOMs to discover significant changes or vulnerabilities.","https://security.metacpan.org/docs/glossary.html#sbom-consumer-role","(Ref: CISA-2024-3 , NTIA-2021 , CPANSec-2024 )"
"SBOM Censor (Role)","(CPANSec-2024) 🟪 SBOM Censor. An SBOM Author that removes or anonymizes sensitive metadata from an SBOM before distribution.","https://security.metacpan.org/docs/glossary.html#sbom-censor-role","(Ref: CPANSec-2024 )"
"SBOM Types","(CPANSec-2024) Software Bill of Materials variations, produced under certain circumstances.","https://security.metacpan.org/docs/glossary.html#sbom-types","(Ref: CPANSec-2024 )"
"Design SBOM (Type)","(CISA-2023) SBOM of intended, planned software project or product with included components (some of which may not yet exist) for a new software artifact.","https://security.metacpan.org/docs/glossary.html#sbom-design-type","(Ref: CISA-2023 )"
"Source SBOM (Type)","(CISA-2023) SBOM created directly from the development environment, source files, and included dependencies used to build an product artifact.","https://security.metacpan.org/docs/glossary.html#sbom-source-type","(Ref: CISA-2023 )"
"Build SBOM (Type)","(CISA-2023) SBOM generated as part of the process of building the software to create a releasable artifact (e.g., executable or package) from data such as source files, dependencies, built components, build process ephemeral data, and other SBOMs.","https://security.metacpan.org/docs/glossary.html#sbom-build-type","(Ref: CISA-2023 )"
"Analyzed SBOM (Type)","(CISA-2023) SBOM generated through analysis of artifacts (e.g., executables, packages, containers, and virtual machine images) after its build. Such analysis generally requires a variety of heuristics. In some contexts, this may also be referred to as a “3rd party” SBOM.","https://security.metacpan.org/docs/glossary.html#sbom-analyzed-type","(Ref: CISA-2023 )"
"Deployed SBOM (Type)","(CISA-2023) SBOM provides an inventory of software that is present on a system. This may be an assembly of other SBOMs that combines analysis of configuration options, and examination of execution behavior in a (potentially simulated) deployment environment.","https://security.metacpan.org/docs/glossary.html#sbom-deployed-type","(Ref: CISA-2023 )"
"Runtime SBOM (Type)","(CISA-2023) SBOM generated through instrumenting the system running the software, to capture only components present in the system, as well as external call-outs or dynamically loaded components. In some contexts, this may also be referred to as an “Instrumented” or “Dynamic” SBOM.","https://security.metacpan.org/docs/glossary.html#sbom-runtime-type","(Ref: CISA-2023 )"
"Software","(CRA-2024-03) The part of an electronic information system which consists of computer code.","https://security.metacpan.org/docs/glossary.html#software","(Ref: CRA-2024-03 )"
"Software Bill of Materials (SBOM)","","https://security.metacpan.org/docs/glossary.html#software-bill-of-materials","See SBOM (Software Bill of Materials) ."
"Software Identification (SWID)","(SCVS-2020) An ISO standard that formalizes how software is tagged. SWID is considered to be one of three SBOM formats, together with CycloneDX and SPDX .","https://security.metacpan.org/docs/glossary.html#swid","(Ref: SCVS-2020 )"
"Software Package Data Exchange (SPDX)","(SCVS-2020) A Linux Foundation project which produces a software bill of materials specification and a standardized list of open source licenses. SPDX is considered to be one of three SBOM formats, together with CycloneDX and SWID .","https://security.metacpan.org/docs/glossary.html#spdx","(Ref: SCVS-2020 )"
"Source","(SLSA-2023) An artifact that was directly authored or reviewed by persons, without modification. It is the beginning of the supply chain; we do not trace the provenance back any further. E.g. a git commit (source) hosted on GitHub ( platform ).","https://security.metacpan.org/docs/glossary.html#source","(Ref: SLSA-2023 , CPANSec-2024 )"
"SPDX (Software Package Data Exchange)","","https://security.metacpan.org/docs/glossary.html#spdx-software-package-data-exchange","See Software Package Data Exchange (SPDX) ."
"Substantial Modification (CRA)","(CRA-2024-03) A change to the product with digital elements following its placing on the market, which affects the compliance of the product with digital elements with the essential requirements set out in the EU Cyber Resilience Act, Annex I, Part I, or which results in a modification to the intended purpose for which the product with digital elements has been assessed. Where products with digital elements are subsequently modified, by physical or digital means, in a way that is not foreseen by the manufacturer […], the modification should be considered as substantial. (CRA-2024-03, Recital 38) Security updates are not Substantial Modifications. (CRA-2024-03, Recital 39)","https://security.metacpan.org/docs/glossary.html#substantial-modification-cra","(Ref: CRA-2024-03 )"
"Supplier","(NTIA-2021) An entity that creates, defines, and identifies components and produces associated SBOMs. A supplier may also be known as a manufacturer, vendor, developer, integrator, maintainer, or provider. Ideally, all suppliers are also authors of SBOMs for the suppliers’ components. Most suppliers are also consumers. A supplier with no included upstream components is a root entity.","https://security.metacpan.org/docs/glossary.html#supplier","Caution (CPANSec-2024) The term ‘Supplier’ is not well defined, and should be either avoided in favor of a more precise term, or otherwise be disambiguated. || See also Author Maintainer Manufacturer || (Ref: NTIA-2021 )"
"SWID (Software Identification)","","https://security.metacpan.org/docs/glossary.html#software-identification-id","See Software Identification (SWID) ."
"Third-party component","","https://security.metacpan.org/docs/glossary.html#third-party-component","See Component, third-party ."
"Transitive Dependency","","https://security.metacpan.org/docs/glossary.html#transitive-dependency","See Dependency (Transitive)"
"Vendor","","https://security.metacpan.org/docs/glossary.html#vendor",""
