"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"RA-3","Risk Assessment","false","","LI-SaaS","LI-SaaS","a. Conduct a risk assessment, including:

1. Identifying threats to and vulnerabilities in the system;

2. Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and

3. Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;

b. Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;

c. Document risk assessment results in [Assignment: security and privacy plans; risk assessment report];

**RA-3 (c) Additional FedRAMP Requirements and Guidance: **[security assessment report]

d. Review risk assessment results [Assignment: organization-defined frequency];

**RA-3 (d) Additional FedRAMP Requirements and Guidance: **[at least every three (3) years and when a significant change occurs]

e. Disseminate risk assessment results to [Assignment: organization-defined personnel or roles]; and

**RA-3 (e) Additional FedRAMP Requirements and Guidance: Include all Authorizing Officials; for JAB authorizations to include FedRAMP.**

f. Update the risk assessment [Assignment: organization-defined frequency] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system.

**RA-3 (f) Additional FedRAMP Requirements and Guidance: **[at least every three (3) years]

**RA-3 Additional FedRAMP Requirements and Guidance:** Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.","security assessment report
at least every three (3) years and when a significant change occurs
f. Update the risk assessment [Assignment: organization-defined frequency] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system.
at least every three (3) years
Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F."
"RA-5","Vulnerability Monitoring and Scanning","false","","LI-SaaS","LI-SaaS","a. Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;

**RA-5 (a) Additional FedRAMP Requirements and Guidance: **[monthly operating system/infrastructure; monthly web applications (including APIs) and databases].

__RA-5 (a) Additional FedRAMP Requirements and Guidance: __an accredited independent assessor scans operating systems/infrastructure, web applications, and databases once annually.

b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:

1. Enumerating platforms, software flaws, and improper configurations;

2. Formatting checklists and test procedures; and

3. Measuring vulnerability impact;

c. Analyze vulnerability scan reports and results from vulnerability monitoring;

d. Remediate legitimate vulnerabilities [Assignment: organization-defined response times] in accordance with an organizational assessment of risk;

**RA-5 (d) Additional FedRAMP Requirements and Guidance: **[high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery].

__RA-5 (d) Additional FedRAMP Requirements and Guidance: __If a vulnerability is listed among the CISA Known Exploited Vulnerability (KEV) Catalog (<https://www.cisa.gov/known-exploited-vulnerabilities-catalog>) the KEV remediation date supersedes the FedRAMP parameter requirement.

e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and

**RA-5 (e) Additional FedRAMP Requirements and Guidance:** to include all Authorizing Officials; for JAB authorizations to include FedRAMP.

f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.

**RA-5 Additional FedRAMP Requirements and Guidance:** **See the FedRAMP Documents page> Vulnerability Scanning Requirements **[**https://www.FedRAMP.gov/documents/**](https://www.fedramp.gov/documents/)

__RA-5 Additional FedRAMP Requirements and Guidance: __Informational findings from a scanner are detailed as a returned result that holds no vulnerability risk or severity and for FedRAMP does not require an entry onto the POA&M or entry onto the RET during any assessment phase.

Warning findings, on the other hand, are given a risk rating (low, moderate, high or critical) by the scanning solution and should be treated like any other finding with a risk or severity rating for tracking purposes onto either the POA&M or RET depending on when the findings originated (during assessments or during monthly continuous monitoring). If a warning is received during scanning, but further validation turns up no actual issue then this item should be categorized as a false positive. If this situation presents itself during an assessment phase (initial assessment, annual assessment or any SCR), follow guidance on how to report false positives in the Security Assessment Report (SAR). If this situation happens during monthly continuous monitoring, a deviation request will need to be submitted per the FedRAMP Vulnerability Deviation Request Form.

Warnings are commonly associated with scanning solutions that also perform compliance scans, and if the scanner reports a “warning” as part of the compliance scanning of a CSO, follow guidance surrounding the tracking of compliance findings during either the assessment phases (initial assessment, annual assessment or any SCR) or monthly continuous monitoring as it applies. Guidance on compliance scan findings can be found by searching on “Tracking of Compliance Scans” in FAQs.","[monthly operating system/infrastructure; monthly web applications (including APIs) and databases].
[high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery].
to include all Authorizing Officials; for JAB authorizations to include FedRAMP.
**See the FedRAMP Documents page> Vulnerability Scanning Requirements **[**https://www.FedRAMP.gov/documents/**](https://www.fedramp.gov/documents/)"
"RA-5(2)","Update Vulnerabilities to Be Scanned","true","RA-5","LI-SaaS","LI-SaaS","Update the system vulnerabilities to be scanned [Assignment: prior to a new scan; when new vulnerabilities are identified and reported].

**RA-5 (2) Additional FedRAMP Requirements and Guidance: **[prior to a new scan]","prior to a new scan"
"RA-5(11)","Public Disclosure Program","true","RA-5","LI-SaaS","LI-SaaS","Establish a public reporting channel for receiving reports of vulnerabilities in organizational systems and system components.",""
"RA-7","Risk Response","false","","LI-SaaS","LI-SaaS","Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",""
"SA-9","External System Services","false","","LI-SaaS","LI-SaaS","a. Require that providers of external system services comply with organizational security and privacy requirements and employ the following controls: [Assignment: organization-defined controls];

**SA-9 (a) Additional FedRAMP Requirements and Guidance: **[Appropriate FedRAMP Security Controls Baseline (s) if Federal information is processed or stored within the external system]

b. Define and document organizational oversight and user roles and responsibilities with regard to external system services; and

c. Employ the following processes, methods, and techniques to monitor control compliance by external service providers on an ongoing basis: [Assignment: organization-defined processes, methods, and techniques].

**SA-9 (c) Additional FedRAMP Requirements and Guidance: **[Federal/FedRAMP Continuous Monitoring requirements must be met for external systems where Federal information is processed or stored]","Appropriate FedRAMP Security Controls Baseline (s) if Federal information is processed or stored within the external system
Federal/FedRAMP Continuous Monitoring requirements must be met for external systems where Federal information is processed or stored"
"SA-22","Unsupported System Components","false","","LI-SaaS","LI-SaaS","a. Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or

b. Provide the following options for alternative sources for continued support for unsupported components [Selection (one or more): in-house support; [Assignment: organization-defined support from external providers]].",""
"SC-5","Denial of Service Protection (Conditional)","false","","LI-SaaS","LI-SaaS","a. [Assignment: Protect against; Limit] the effects of the following types of denial-of-service events: [Assignment: Protect against; Limit]; and [Assignment: organization-defined types of denial-of-service events]

**SC-5 (a)-1 Additional FedRAMP Requirements and Guidance: **[Protect against]

**SC-5 (a)-2 Additional FedRAMP Requirements and Guidance: **[at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack]

b. Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].","Protect against
at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack"
"SC-7","Boundary Protection","false","","LI-SaaS","LI-SaaS","a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;

b. Implement subnetworks for publicly accessible system components that are [Assignment: physically; logically] separated from internal organizational networks; and

__SC-7 (b) Additional FedRAMP Requirements and Guidance: __SC-7 (b) should be met by subnet isolation. A subnetwork (subnet) is a physically or logically segmented section of a larger network defined at TCP/IP Layer 3, to both minimize traffic and, important for a FedRAMP Authorization, add a crucial layer of network isolation. Subnets are distinct from VLANs (Layer 2), security groups, and VPCs and are specifically required to satisfy SC-7 part b and other controls. See the FedRAMP Subnets White Paper (<https://www.fedramp.gov/assets/resources/documents/FedRAMP_subnets_white_paper.pdf>) for additional information.

c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",""
"SC-8","Transmission Confidentiality and Integrity","false","","LI-SaaS","LI-SaaS","Protect the [Assignment: confidentiality; integrity] of transmitted information.

__SC-8 Additional FedRAMP Requirements and Guidance: __For each instance of data in transit, confidentiality AND integrity should be through cryptography as specified in SC-8 (1), physical means as specified in SC-8 (5), or in combination.

For clarity, this control applies to all data in transit. Examples include the following data flows:

- Crossing the system boundary

- Between compute instances - including containers

- From a compute instance to storage

- Replication between availability zones

- Transmission of backups to storage

- From a load balancer to a compute instance

- Flows from management tools required for their work – e.g. log collection, scanning, etc.

The following applies only when choosing SC-8 (5) in lieu of SC-8 (1).

FedRAMP-Defined Assignment / Selection Parameters

SC-8 (5)-1 [a hardened or alarmed carrier Protective Distribution System (PDS) when outside of Controlled Access Area (CAA)]

SC-8 (5)-2 [prevent unauthorized disclosure of information AND detect changes to information]

SC-8 (5) applies when physical protection has been selected as the method to protect confidentiality and integrity. For physical protection, data in transit must be in either a Controlled Access Area (CAA), or a Hardened or alarmed PDS.

Hardened or alarmed PDS: Shall be as defined in SECTION X - CATEGORY 2 PDS INSTALLATION GUIDANCE of CNSSI No.7003, titled PROTECTED DISTRIBUTION SYSTEMS (PDS). Per the CNSSI No. 7003 Section VIII, PDS must originate and terminate in a Controlled Access Area (CAA).

Controlled Access Area (CAA): Data will be considered physically protected, and in a CAA if it meets Section 2.3 of the DHS’s Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies. CSPs can meet Section 2.3 of the DHS’ recommended practice by satisfactory implementation of the following controls PE-2 (1), PE-2 (2), PE-2 (3), PE-3 (2), PE-3 (3), PE-6 (2), and PE-6 (3).

Note: When selecting SC-8 (5), the above SC-8(5), and the above referenced PE controls must be added to the SSP.

CNSSI No.7003 can be accessed here:

<https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf>

DHS Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies can be accessed here: <https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf>",""
"SC-8(1)","Cryptographic Protection","true","SC-8","LI-SaaS","LI-SaaS","Implement cryptographic mechanisms to [Assignment: prevent unauthorized disclosure of information; detect changes to information] during transmission.

**SC-8 (1) Additional FedRAMP Requirements and Guidance:** Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data at Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.

__SC-8 (1) Additional FedRAMP Requirements and Guidance: __See M-22-09, including “Agencies encrypt all DNS requests and HTTP traffic within their environment.”

**SC-8 (1)** applies when encryption has been selected as the method to protect confidentiality and integrity. Otherwise refer to SC-8 (5). SC-8 (1) is strongly encouraged.

**SC-8 (1) Additional FedRAMP Requirements and Guidance:** Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)

**SC-8 (1)** **Additional FedRAMP Requirements and Guidance:** When leveraging encryption from the underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.","Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data at Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.
Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)"
"SC-12","Cryptographic Key Establishment and Management","false","","LI-SaaS","LI-SaaS","Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [Assignment: organization-defined requirements for key generation, distribution, storage, access, and destruction].

**SC-12 Additional FedRAMP Requirements and Guidance: **[In accordance with Federal requirements]

__SC-12 Additional FedRAMP Requirements and Guidance: __See references in NIST 800-53 documentation.

__SC-12 Additional FedRAMP Requirements and Guidance: __Must meet applicable Federal Cryptographic Requirements. See References Section of control.

**SC-12** __Additional FedRAMP Requirements and Guidance: __Wildcard certificates may be used internally within the system but are not permitted for external customer access to the system.","In accordance with Federal requirements"
"SC-13","Cryptographic Protection (Conditional)","false","","LI-SaaS","LI-SaaS","a. Determine the [Assignment: organization-defined cryptographic uses]; and

b. Implement the following types of cryptography required for each specified cryptographic use: [Assignment: organization-defined types of cryptography for each specified cryptographic use].

**SC-13 (b) Additional FedRAMP Requirements and Guidance: **[FIPS-validated or NSA-approved cryptography]

**SC-13** **Additional FedRAMP Requirements and Guidance:**

This control applies to all use of cryptography. In addition to encryption, this includes functions such as hashing, random number generation, and key generation. Examples include the following:

- Encryption of data

- Decryption of data

- Generation of one-time passwords (OTPs) for MFA

- Protocols such as TLS, SSH, and HTTPS

The requirement for FIPS 140 validation, as well as timelines for acceptance of FIPS 140-2, and 140-3 can be found at the NIST Cryptographic Module Validation Program (CMVP).

<https://csrc.nist.gov/projects/cryptographic-module-validation-program>

**SC-13** **Additional FedRAMP Requirements and Guidance:** For NSA-approved cryptography, the National Information Assurance Partnership (NIAP) oversees a national program to evaluate Commercial IT Products for Use in National Security Systems. The NIAP Product Compliant List can be found at the following location: <https://www.niap-ccevs.org/Product/index.cfm>

**SC-13** **Additional FedRAMP Requirements and Guidance:** When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

**SC-13** **Additional FedRAMP Requirements and Guidance:**

Moving to non-FIPS CM or product is acceptable when:

- FIPS validated version has a known vulnerability

- Feature with vulnerability is in use

- Non-FIPS version fixes the vulnerability

- Non-FIPS version is submitted to NIST for FIPS validation

- POA&M is added to track approval, and deployment when ready

**SC-13** **Additional FedRAMP Requirements and Guidance:** At a minimum, this control applies to cryptography in use for the following controls: AU-9(3), CP-9(8), IA-2(6), IA-5(1), MP-5, SC-8(1), and SC-28(1).","FIPS-validated or NSA-approved cryptography"
"SC-28","Protection of Information at Rest","false","","LI-SaaS","LI-SaaS","Protect the [Assignment: confidentiality/integrity] of the following information at rest: [Assignment: organization-defined information at rest].

**SC-28** **Additional FedRAMP Requirements and Guidance:** The organization supports the capability to use cryptographic mechanisms to protect information at rest.

**SC-28** __Additional FedRAMP Requirements and Guidance: __When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

**SC-28** **Additional FedRAMP Requirements and Guidance:** Note that this enhancement requires the use of cryptography in accordance with SC-13.",""
"SC-28(1)","Cryptographic Protection","true","SC-28","LI-SaaS","LI-SaaS","Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].

**SC-28 (1)-1 Additional FedRAMP Requirements and Guidance: **[all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels]

**SC-28 (1)** **Additional FedRAMP Requirements and Guidance:**

Organizations should select a mode of protection that is targeted towards the relevant threat scenarios.

Examples:

A. Organizations may apply full disk encryption (FDE) to a mobile device where the primary threat is loss of the device while storage is locked.

B. For a database application housing data for a single customer, encryption at the file system level would often provide more protection than FDE against the more likely threat of an intruder on the operating system accessing the storage.

C. For a database application housing data for multiple customers, encryption with unique keys for each customer at the database record level may be more appropriate.","all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels"
"SI-2","Flaw Remediation","false","","LI-SaaS","LI-SaaS","a. Identify, report, and correct system flaws;

b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;

c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and

**SI-2 (c) Additional FedRAMP Requirements and Guidance: **[within thirty (30) days of release of updates]

d. Incorporate flaw remediation into the organizational configuration management process.","within thirty (30) days of release of updates"
"SI-3","Malicious Code Protection","false","","LI-SaaS","LI-SaaS","a. Implement [Assignment: signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;

**SI-3 (a) Additional FedRAMP Requirements and Guidance: **[signature based and non-signature based]

b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;

c. Configure malicious code protection mechanisms to:

1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Assignment: organization-defined frequency] as the files are downloaded, opened, or executed in accordance with organizational policy; and [Assignment: endpoint; network entry and exit points]

**SI-3 (c) (1)-1 Additional FedRAMP Requirements and Guidance: **[at least weekly]

**SI-3 (c) (1)-2 Additional FedRAMP Requirements and Guidance: **[to include endpoints and network entry and exit points]

2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and

**SI-3 (c) (2)-1 Additional FedRAMP Requirements and Guidance: **[to include blocking and quarantining malicious code]

**SI-3 (c) (2)-2 Additional FedRAMP Requirements and Guidance: **[administrator or defined security personnel near-real time]

d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.","signature based and non-signature based
at least weekly
to include endpoints and network entry and exit points
to include blocking and quarantining malicious code
administrator or defined security personnel near-real time"
"SI-4","System Monitoring","false","","LI-SaaS","LI-SaaS","a. Monitor the system to detect:

1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and

2. Unauthorized local, network, and remote connections;

b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];

c. Invoke internal monitoring capabilities or deploy monitoring devices:

1. Strategically within the system to collect organization-determined essential information; and

2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;

d. Analyze detected events and anomalies;

e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;

f. Obtain legal opinion regarding system monitoring activities; and

g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles].

__SI-4 Additional FedRAMP Requirements and Guidance: __See US-CERT Incident Response Reporting Guidelines.",""
