term,definition,source_anchor,notes
cyberforensic,"the process of collecting, analyzing, and preserving digital evidence to investigate cybercrimes and other incidents",https://niccs.cisa.gov/resources/glossary#letter-c,"Related Term(s): Digital forensic, Computer forensic"
Cybersecuring,"the process of hardening technologies, processes, and controls to protect systems, networks, programs, devices and data from cyber attacks",https://niccs.cisa.gov/resources/glossary#letter-c,
cybersecurity,"The activity or process, ability or capability, or state whereby information and communications systems and the information contained therein are protected from and/or defended against damage, unauthorized use or modification, or exploitation.",https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: Strategy, policy, and standards regarding the security of and operations in cyberspace, and encompass[ing] the full range of threat reduction, vulnerability reduction, deterrence, international engagement, incident response, resiliency, and recovery policies and activities, including computer network operations, information assurance, law enforcement, diplomacy, military, and intelligence missions as they relate to the security and stability of the global information and communications infrastructure. | From: CNSSI 4009, NIST SP 800-53 Rev 4, NIPP, DHS National Preparedness Goal; White House Cyberspace Policy Review, May 2009"
Cybersecurity adjacent,a number of roles that have cybersecurity responsibilities which typically form only part of their overall responsibilities within an organization.,https://niccs.cisa.gov/resources/glossary#letter-c,
Cybersecurity Education Office (CEO),"The DHS Cybersecurity Education Office (CEO) leads efforts to enhance national cybersecurity education, training, and awareness. It manages the National Initiative for Cybersecurity Careers and Studies (NICCS), providing training catalogs, certification information, and resources to support the cybersecurity workforce and expand cyber education initiatives.",https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Cybersecurity Education Office
Cybersecurity National Action Plan (CNAP),"The Cybersecurity National Action Plan (CNAP), launched in 2016, is a comprehensive U.S. strategy to enhance digital security, protect privacy, and bolster national security. It focuses on modernizing federal IT, establishing the Federal Chief Information Security Officer (CISO) role, and fostering public-private partnerships to counter evolving cyber threats",https://niccs.cisa.gov/resources/glossary#letter-c,
cybersecurity-aware,knowing what security threats are and acting responsibly to avoid potential risks.,https://niccs.cisa.gov/resources/glossary#letter-c,
cyberthreats,refers to anything that has the potential to cause serious harm to a computer system,https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: A cyberthreat is something that may or may not happen, but has the potential to cause serious damage. Cyberthreats can lead to attacks on computer systems, networks and more."
cyberwarfare,"typically defined as a set of actions by a nation or organization to attack countries or institutions' computer network systems with the intention of disrupting, damaging, or destroying infrastructure by computer viruses or denial-of-service attacks",https://niccs.cisa.gov/resources/glossary#letter-c,
CyberWarrior,"an individual who participates in cyberwarfare, motivated either by personal, patriotic, or religious reasons, but not due to professional requirement",https://niccs.cisa.gov/resources/glossary#letter-c,
data administration,"In the NICE Framework, cybersecurity work where a person: Develops and administers databases and/or data management systems that allow for the storage, query, and utilization of data.",https://niccs.cisa.gov/resources/glossary#letter-d,From: NICE Framework
data aggregation,"The process of gathering and combining data from different sources, so that the combined data reveals new information.",https://niccs.cisa.gov/resources/glossary#letter-d,Extended Definition: The new information is more sensitive than the individual data elements themselves and the person who aggregates the data was not granted access to the totality of the information. | Related Term(s): data mining | From: CNSSI 4009
data breach,"The unauthorized movement or disclosure of sensitive information to a party, usually outside the organization, that is not authorized to have or see the information.",https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): data loss, data theft, exfiltration"
data integrity,"The property that data is complete, intact, and trusted and has not been modified or destroyed in an unauthorized or accidental manner.",https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): integrity, system integrity | From: CNSSI 4009, NIST SP 800-27"
data leakage,,https://niccs.cisa.gov/resources/glossary#letter-d,Synonym(s): data breach
data loss,"The result of unintentionally or accidentally deleting data, forgetting where it is stored, or exposure to an unauthorized party.",https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): data leakage, data theft"
data loss prevention,A set of procedures and mechanisms to stop sensitive data from leaving a security boundary.,https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): data loss, data theft, data leak | From: Liu, S., & Kuhn, R. (2010, March/April). Data loss prevention. IEEE IT Professional, 11(2), pp. 10-13."
data mining,The process or techniques used to analyze large sets of existing information to discover previously unrevealed patterns or correlations.,https://niccs.cisa.gov/resources/glossary#letter-d,Related Term(s): data aggregation | From: DHS personnel
data spill,,https://niccs.cisa.gov/resources/glossary#letter-d,Synonym(s): data breach
data theft,The deliberate or intentional act of stealing of information.,https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): data aggregation, data leakage, data loss"
DataOps,"a collaborative data management practice focused on improving the communication, integration and automation of data flows between data managers and data consumers across an organization",https://niccs.cisa.gov/resources/glossary#letter-d,
DBaaS,a cloud database offering that provides customers with access to a database without having to deploy and manage the underlying infrastructure,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Database as a service
DDoS,a cybercrime in which the attacker floods a target with internet traffic to prevent users from accessing connected online services and sites,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Distributed Denial-of-Service
de-perimeterization,"an information security strategy to strengthens an organization's security posture by implementing multiple levels of protection, including inherently secure computer systems and protocols, high-level encryption, and authentication",https://niccs.cisa.gov/resources/glossary#letter-d,
De-Skilling,"Deskilling is the process wherein technology, automation, or AI reduces the need for human expertise in the workplace, replacing skilled workers with less skilled, lower-paid labor. This shift, driven by efficiency and cost-cutting, reduces worker autonomy and makes roles more routine. It can cause safety risks due to dependency on technology and potential loss of human proficiency.",https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): Deskilling, De-skilling"
Deanonymization,"Is the process of matching anonymized or pseudo-anonymous data with public, auxiliary information to reveal the personal identity behind the data.",https://niccs.cisa.gov/resources/glossary#letter-d,"Extended Definition: It works by using techniques like data correlation, AI-powered analysis, or cross-referencing quasi-identifiers (e.g., zip code, birth date) to reverse data cleaning, allowing for the identification of individuals in datasets. | Related Term(s): data re-identification"
deauthentication,To revoke the authentication of; to cause no longer to be authenticated.,https://niccs.cisa.gov/resources/glossary#letter-d,Extended Definition: A deauthentication attack is a type of Denial of Service (DoS) attack and refers to an unauthorized disruption of the connection between a wireless device and its access point.
decipher,To convert enciphered text to plain text by means of a cryptographic system.,https://niccs.cisa.gov/resources/glossary#letter-d,"Synonym(s): decode, decrypt | From: CNSSI 4009"
decode,To convert encoded text to plain text by means of a code.,https://niccs.cisa.gov/resources/glossary#letter-d,"Synonym(s): decipher, decrypt | From: CNSSI 4009"
decrypt,A generic term encompassing decode and decipher.,https://niccs.cisa.gov/resources/glossary#letter-d,"Synonym(s): decipher, decode | From: CNSSI 4009"
decryption,The process of transforming ciphertext into its original plaintext.,https://niccs.cisa.gov/resources/glossary#letter-d,"Extended Definition: The process of converting encrypted data back into its original form, so it can be understood. | Synonym(s): decode, decrypt, decipher | From: ICAM SAML 2.0 WB SSO Profile 1.0.2"
Decryptor,"A tool, or set of tools, used to decrypt encrypted files. Either for recovery or anti-ransomware purposes.",https://niccs.cisa.gov/resources/glossary#letter-d,
deepfake,synthetic media that have been digitally manipulated to replace one person's likeness convincingly with that of another,https://niccs.cisa.gov/resources/glossary#letter-d,
DEF CON,,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Defense Readiness Condition
denial of service,An attack that prevents or impairs the authorized use of information system resources or services.,https://niccs.cisa.gov/resources/glossary#letter-d,From: NCSD Glossary
designed-in security,,https://niccs.cisa.gov/resources/glossary#letter-d,Synonym(s): Build Security In
Deskill,Reduce the level of skill required to carry out a job or task.,https://niccs.cisa.gov/resources/glossary#letter-d,"Extended Definition: The decline in working positions through the machinery or technology introduced to separate workers from the production process. | Related Term(s): Skill, Skilling, Upskill, De-Skilling"
DevOps,"the combination of cultural philosophies, practices, and tools that increases an organization's ability to deliver applications and services",https://niccs.cisa.gov/resources/glossary#letter-d,
DevSecOps,"an approach to culture, automation, and platform design that integrates security as a shared responsibility throughout the entire IT lifecycle",https://niccs.cisa.gov/resources/glossary#letter-d,"Acronym Expansion: development, security, and operations"
DHS,,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Department of Homeland Security
digital forensics,"The processes and specialized techniques for gathering, retaining, and analyzing system-related data (digital evidence) for investigative purposes.",https://niccs.cisa.gov/resources/glossary#letter-d,"Extended Definition: In the NICE Framework, cybersecurity work where a person: Collects, processes, preserves, analyzes, and presents computer-related evidence in support of network vulnerability, mitigation, and/or criminal, fraud, counterintelligence or law enforcement investigations. | Synonym(s): computer forensics, forensics | From: CNSSI 4009; From: NICE Framework"
digital rights management,A form of access control technology to protect and manage use of digital content or devices in accordance with the content or device provider's intentions.,https://niccs.cisa.gov/resources/glossary#letter-d,
digital signature,"A value computed with a cryptographic process using a private key and then appended to a data object, thereby digitally signing the data.",https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): electronic signature | From: CNSSI 4009, IETF RFC 2828, ICAM SAML 2.0 WB SSO Profile 1.0.2, InCommon Glossary, NIST SP 800-63 Rev 1"
Disinformationists,One who propagates disinformation,https://niccs.cisa.gov/resources/glossary#letter-d,
disruption,An event which causes unplanned interruption in operations or functions for an unacceptable length of time.,https://niccs.cisa.gov/resources/glossary#letter-d,From: CNSSI 4009
disruptionware,"a category of malware designed to suspend operations within a target through the compromise of the availability, integrity, and confidentiality of the systems, networks, and data",https://niccs.cisa.gov/resources/glossary#letter-d,Related Term(s): Threatware
distributed denial of service,A denial of service technique that uses numerous systems to perform the attack simultaneously.,https://niccs.cisa.gov/resources/glossary#letter-d,"Related Term(s): denial of service, botnet | From: CNSSI 4009"
Distros,A Linux distribution is an operating system made from a software collection that includes the Linux kernel and often a package management system.,https://niccs.cisa.gov/resources/glossary#letter-d,Related Term(s): Distro
DNSTwist,"generates a list of similarly looking domain names for a given domain name and performs DNS queries for them (A, AAAA, NS and MX) which can be used to intercept misdirected traffic.",https://niccs.cisa.gov/resources/glossary#letter-d,
DoD,,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Department of Defense
DoED,,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Department of Education
Dorking,Using search techniques to hack into vulnerable sites or search for information that is not available in public search results.,https://niccs.cisa.gov/resources/glossary#letter-d,
DoS,,https://niccs.cisa.gov/resources/glossary#letter-d,Acronym Expansion: Denial of Service | Related Term(s): Denial of Service
Dox,"search for and publish private or identifying information about (a particular individual) on the internet, typically with malicious intent.",https://niccs.cisa.gov/resources/glossary#letter-d,
Doxxing,"Doxxing can be illegal, but its legality depends on the specific circumstances, such as the intent behind it and the jurisdiction. While doxxing itself isn't always explicitly illegal everywhere, it often falls under existing laws like those against harassment, stalking, and incitement to violence, and new anti-doxxing laws are being enacted in various places. The act is often considered a crime when it involves sharing personal information with the intent to cause harm, threats, or incite illegal actions.",https://niccs.cisa.gov/resources/glossary#letter-d,Related Term(s): Dox
DPIA,A Data Protection Impact Assessment (DPIA) describes a process designed to identify risks arising out of the processing of personal data and to minimize these risks as far and as early as possible,https://niccs.cisa.gov/resources/glossary#letter-d,"Extended Definition: DPIAs are important tools for negating risk, and for demonstrating compliance with the GDPR."
dynamic attack surface,"The automated, on-the-fly changes of an information system's characteristics to thwart actions of an adversary.",https://niccs.cisa.gov/resources/glossary#letter-d,From: DHS personnel
EBK,,https://niccs.cisa.gov/resources/glossary#letter-e,Acronym Expansion: Security Essential Body of Knowledge
eCrime,criminal activity that involves the use of computers or networks such as the internet,https://niccs.cisa.gov/resources/glossary#letter-e,
education and training,"In the NICE Framework, cybersecurity work where a person: Conducts training of personnel within pertinent subject domain; develop, plan, coordinate, deliver, and/or evaluate training courses, methods, and techniques as appropriate.",https://niccs.cisa.gov/resources/glossary#letter-e,From: NICE Framework
EHRI,,https://niccs.cisa.gov/resources/glossary#letter-e,Acronym Expansion: Enterprise Human Resources Integration
electronic signature,"Any mark in electronic form associated with an electronic document, applied with the intent to sign the document.",https://niccs.cisa.gov/resources/glossary#letter-e,Related Term(s): digital signature | From: CNSSI 4009
encipher,To convert plaintext to ciphertext by means of a cryptographic system.,https://niccs.cisa.gov/resources/glossary#letter-e,"Synonym(s): encode, encrypt | From: CNSSI 4009"
encode,To convert plaintext to ciphertext by means of a code.,https://niccs.cisa.gov/resources/glossary#letter-e,"Synonym(s): encipher, encrypt | From: CNSSI 4009"
encrypt,The generic term encompassing encipher and encode.,https://niccs.cisa.gov/resources/glossary#letter-e,"Synonym(s): encipher, encode | From: CNSSI 4009"
encryption,The process of transforming plaintext into ciphertext.,https://niccs.cisa.gov/resources/glossary#letter-e,"Extended Definition: Converting data into a form that cannot be easily understood by unauthorized people. | Synonym(s): encode, encrypt, encipher | From: CNSSI 4009, ICAM SAML 2.0 WB SSO Profile 1.0.2"
ENISA,,https://niccs.cisa.gov/resources/glossary#letter-e,"Acronym Expansion: The European Union Agency for Cybersecurity | Extended Definition: Established in 2004 and strengthened by the EU Cybersecurity Act, the European Union Agency for Cybersecurity contributes to EU cyber policy, enhances the trustworthiness of ICT products, services and processes with cybersecurity certification schemes, cooperates with Member States and EU bodies, and helps Europe prepare for the cyber challenges of tomorrow."
enterprise risk management,"A comprehensive approach to risk management that engages people, processes, and systems across an organization to improve the quality of decision making for managing risks that may hinder an organization’s ability to achieve its objectives.",https://niccs.cisa.gov/resources/glossary#letter-e,"Extended Definition: Involves identifying mission dependencies on enterprise capabilities, identifying and prioritizing risks due to defined threats, implementing countermeasures to provide both a static risk posture and an effective dynamic response to active threats; and assessing enterprise performance against threats and adjusts countermeasures as necessary. | Related Term(s): risk management, integrated risk management, risk | From: DHS Risk Lexicon, CNSSI 4009"
EoL,that the app has reached the end of its useful life. It may mean that a new version is available that supersedes the existing product or that the product is no longer supported.,https://niccs.cisa.gov/resources/glossary#letter-e,Acronym Expansion: End of Life
event,An observable occurrence in an information system or network.,https://niccs.cisa.gov/resources/glossary#letter-e,Extended Definition: Sometimes provides an indication that an incident is occurring or at least raise the suspicion that an incident may be occurring. | Related Term(s): incident | From: CNSSI 4009
exfiltration,The unauthorized transfer of information from an information system.,https://niccs.cisa.gov/resources/glossary#letter-e,Related Term(s): data breach | From: NIST SP 800-53 Rev 4
exploit,A technique to breach the security of a network or information system in violation of security policy.,https://niccs.cisa.gov/resources/glossary#letter-e,"From: ISO/IEC 27039 (draft), DHS personnel"
exploitation analysis,"In the NICE Framework, cybersecurity work where a person: Analyzes collected information to identify vulnerabilities and potential for exploitation.",https://niccs.cisa.gov/resources/glossary#letter-e,From: NICE Framework
exposure,"The condition of being unprotected, thereby allowing access to information or access to capabilities that an attacker can use to enter a system or network.",https://niccs.cisa.gov/resources/glossary#letter-e,From: NCSD glossary
FaaS,"a cloud-computing service that allows customers to execute code in response to events, without managing the complex infrastructure",https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Function as a Service
failure,The inability of a system or component to perform its required functions within specified performance requirements.,https://niccs.cisa.gov/resources/glossary#letter-f,From: NCSD Glossary
FAQ,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Frequently Asked Questions
FedRAMP-compliant,"a government-wide program that provides a standardized approach to security assessment, authorization, and continuous monitoring for cloud products and services",https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Risk and Authorization Management Program
FedVTE,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Virtual Training Environment
FedVTE Live!,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Virtual Training Environment Live!
FEMA,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Emergency Management Agency
firewall,A capability to limit network traffic between networks and/or information systems.,https://niccs.cisa.gov/resources/glossary#letter-f,Extended Definition: A hardware/software device or a software program that limits network traffic according to a set of rules of what access is and is not allowed or authorized. | From: CNSSI 4009
FISMA,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Information Security Management Act
FISSEA,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Information Systems Security Educators' Association
FLETC,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Federal Law Enforcement Training Center
FOIA,,https://niccs.cisa.gov/resources/glossary#letter-f,Acronym Expansion: Freedom of Information Act
Footprinting,"an ethical hacking technique used to gather as much data as possible about a specific targeted computer system, an infrastructure and networks to identify opportunities to penetrate them",https://niccs.cisa.gov/resources/glossary#letter-f,
forensics,,https://niccs.cisa.gov/resources/glossary#letter-f,Synonym(s): digital forensics
Fuzzer,"an automated software testing method that injects invalid, malformed, or unexpected inputs into a system to reveal software defects and vulnerabilities",https://niccs.cisa.gov/resources/glossary#letter-f,
GAO,,https://niccs.cisa.gov/resources/glossary#letter-g,Acronym Expansion: Government Accountability Office
Geofencing,"to set up triggers so that when a device such as an internet-connected smartphone enters a defined geographical boundary, the user gets an alert",https://niccs.cisa.gov/resources/glossary#letter-g,
GeoIP,a technique allowing to locate a web user based on their IP address,https://niccs.cisa.gov/resources/glossary#letter-g,
georedundancy,the distribution of mission-critical components or infrastructures across multiple geographic locations,https://niccs.cisa.gov/resources/glossary#letter-g,Extended Definition: Geo-redundancy acts as a safety in case of primary site failures or in the event of a disaster or an outage that impacts a region.
GFIRST,,https://niccs.cisa.gov/resources/glossary#letter-g,Acronym Expansion: Government Forum of Incident Response and Security Teams
hackathon,A gathering of individuals from various backgrounds and different stages in their careers (hobbyist to professionals) to solve problems of common interest.,https://niccs.cisa.gov/resources/glossary#letter-h,
hacker,An unauthorized user who attempts to or gains access to an information system.,https://niccs.cisa.gov/resources/glossary#letter-h,From: CNSSI 4009
Hardware Random Number Generator,"A hardware random number generator (HRNG), true random number generator (TRNG), non-deterministic random bit generator (NRBG),[1] or physical random number generator[2][3] is a device that generates random numbers from a physical process capable of producing entropy, unlike a pseudorandom number generator (PRNG) that utilizes a deterministic algorithm[2] and non-physical nondeterministic random bit generators that do not include hardware dedicated to generation of entropy.",https://niccs.cisa.gov/resources/glossary#letter-h,"Related Term(s): QRNG, PRNG"
hash value,A numeric value resulting from applying a mathematical algorithm against a set of data such as a file.,https://niccs.cisa.gov/resources/glossary#letter-h,Related Term(s): hashing | Synonym(s): cryptographic hash value | From: CNSSI 4009
hashing,A process of applying a mathematical algorithm against a set of data to produce a numeric value (a 'hash value') that represents the data.,https://niccs.cisa.gov/resources/glossary#letter-h,"Extended Definition: Mapping a bit string of arbitrary length to a fixed length bit string to produce the hash value. | Related Term(s): hash value | From: CNSSI 4009, FIPS 201-2"
hazard,A natural or man-made source or cause of harm or difficulty.,https://niccs.cisa.gov/resources/glossary#letter-h,Related Term(s): threat | From: DHS Risk Lexicon
HC,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: Human Capital
HCAAF,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: Human Capital Assessment and Accountability Framework
HICSS,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: Hawaii International Conference on System Sciences
Honeynetting,a network set up with intentional vulnerabilities hosted on a decoy server to attract hackers,https://niccs.cisa.gov/resources/glossary#letter-h,
Honeyport,"a computer security mechanism set to detect, deflect, or, in some manner, counteract attempts at unauthorized use of information",https://niccs.cisa.gov/resources/glossary#letter-h,Related Term(s): Honeypot
Honeypot,"a computer security mechanism set to detect, deflect, or, in some manner, counteract attempts at unauthorized use of information",https://niccs.cisa.gov/resources/glossary#letter-h,Related Term(s): Honeyport
Honeytokens,is data that looks attractive to cyber criminals but is actually false or of no value,https://niccs.cisa.gov/resources/glossary#letter-h,"Extended Definition: a fake IT resource created and positioned in a system or network to appear to a cyber criminals to be of value, but is actually used to allow tracking and detection of hacking attempts | Related Term(s): Honeypot"
HQ,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: Headquarters
HR,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: Human Resources
HTML,,https://niccs.cisa.gov/resources/glossary#letter-h,Acronym Expansion: HyperText Markup Language
I-Corps,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Innovation Corps
IA,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Information Assurance
IaC,"The process of managing and provisioning an organization’s IT infrastructure using machine-readable configuration files, rather than employing physical hardware configuration or interactive configuration tools.",https://niccs.cisa.gov/resources/glossary#letter-i,"Acronym Expansion: Information Assurance Component
Infrastructure as code"
IC,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Intelligence Community
ICC,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Interagency Coordinating Council
ICE,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: U.S. Immigration and Customs Enforcement
ICEC,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Integrated Cybersecurity Education Communities
ICT,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Information and Communication Technology
ict supply chain threat,"A man-made threat achieved through exploitation of the information and communications technology (ICT) system’s supply chain, including acquisition processes.",https://niccs.cisa.gov/resources/glossary#letter-i,"Related Term(s): supply chain, threat | From: DHS SCRM PMO"
IDaaS,a cloud-based identity and access management (IAM) offered by a third-party provider,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: identity as a Service
identity and access management,The methods and processes used to manage subjects and their authentication and authorizations to access specific objects.,https://niccs.cisa.gov/resources/glossary#letter-i,
IDP,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Individual Development Plan
IDPS,Software that automates the process of monitoring the events occurring in a computer system or network and analyzing them for signs of possible incidents and attempting to stop detected possible incidents,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Intrusion Detection and Prevention System
IEEE,,https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Institute of Electrical and Electronics Engineers
IIoT,"the collection of sensors, instruments and autonomous devices connected through the internet to industrial applications",https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Industrial Internet of Things
impact,,https://niccs.cisa.gov/resources/glossary#letter-i,Synonym(s): consequence
impersonization,An attack type targeted phishing attack where a malicious actor pretends to be someone else or other entities to steal sensitive data,https://niccs.cisa.gov/resources/glossary#letter-i,
incident,"An occurrence that actually or potentially results in adverse consequences to (adverse effects on) (poses a threat to) an information system or the information that the system processes, stores, or transmits and that may require a response action to mitigate the consequences.",https://niccs.cisa.gov/resources/glossary#letter-i,"Extended Definition: An occurrence that constitutes a violation or imminent threat of violation of security policies, security procedures, or acceptable use policies. | Related Term(s): event | From: CNSSI 4009, FIPS 200, NIST SP 800-53 Rev 4, ISSG"
incident management,The management and coordination of activities associated with an actual or potential occurrence of an event that may result in adverse consequences to information or information systems.,https://niccs.cisa.gov/resources/glossary#letter-i,"From: NCSD Glossary, ISSG NCPS Target Architecture Glossary"
incident response,"The activities that address the short-term, direct effects of an incident and may also support short-term recovery.",https://niccs.cisa.gov/resources/glossary#letter-i,"Extended Definition: In the Workforce framework, cybersecurity work where a person: Responds to crisis or urgent situations within the pertinent domain to mitigate immediate and potential threats; uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities. | Related Term(s): recovery | Synonym(s): response | From: Workforce Framework"
incident response plan,A set of predetermined and documented procedures to detect and respond to a cyber incident.,https://niccs.cisa.gov/resources/glossary#letter-i,From: CNSSI 4009
indicator,An occurrence or sign that an incident may have occurred or may be in progress.,https://niccs.cisa.gov/resources/glossary#letter-i,"Related Term(s): precursor | From: CNSSI 4009, NIST SP 800-61 Rev 2 (DRAFT), ISSG V1.2 Database"
industrial control system,"An information system used to control industrial processes such as manufacturing, product handling, production, and distribution or to control infrastructure assets.",https://niccs.cisa.gov/resources/glossary#letter-i,"Related Term(s): Supervisory Control and Data Acquisition, Operations Technology | From: NIST SP 800-53 Rev 4, NIST SP 800-82"
InfiniBand,"a high-speed, low-latency interconnect standard used in high-performance computing (HPC), supercomputers, and AI data centers",https://niccs.cisa.gov/resources/glossary#letter-i,
information and communication(s) technology,"Any information technology, equipment, or interconnected system or subsystem of equipment that processes, transmits, receives, or interchanges data or information.",https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): information technology | From: The Access Board's 2011 Advance Notice of Proposed Rulemaking for Section 508
information assurance,"The measures that protect and defend information and information systems by ensuring their availability, integrity, and confidentiality.",https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): information security | From: CNSSI 4009
information assurance compliance,"In the NICE Framework, cybersecurity work where a person: Oversees, evaluates, and supports the documentation, validation, and accreditation processes necessary to assure that new IT systems meet the organization's information assurance and security requirements; ensures appropriate treatment of risk, compliance, and assurance from internal and external perspectives.",https://niccs.cisa.gov/resources/glossary#letter-i,From: NICE Framework
information security policy,"An aggregate of directives, regulations, rules, and practices that prescribe how an organization manages, protects, and distributes information.",https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): security policy | From: CNSSI 4009; NIST SP 800-53 Rev 4
information sharing,"An exchange of data, information, and/or knowledge to manage risks or respond to incidents.",https://niccs.cisa.gov/resources/glossary#letter-i,From: NCSD glossary
information system resilience,"The ability of an information system to: (1) continue to operate under adverse conditions or stress, even if in a degraded or debilitated state, while maintaining essential operational capabilities; and (2) recover effectively in a timely manner.",https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): resilience | From: NIST SP 800-53 Rev 4
information systems security operations,"In the NICE Framework, cybersecurity work where a person: Oversees the information assurance program of an information system in or outside the network environment; may include procurement duties (e.g., Information Systems Security Office",https://niccs.cisa.gov/resources/glossary#letter-i,From: NICE Framework
information technology,"Any equipment or interconnected system or subsystem of equipment that processes, transmits, receives, or interchanges data or information.",https://niccs.cisa.gov/resources/glossary#letter-i,"Related Term(s): information and communication(s) technology | From: CNSSI 4009, NIST SP 800-53 rev. 4, based on 40 U.S.C. sec. 1401"
InfoSec,"the processes and tools designed and deployed to protect sensitive business information from modification, disruption, destruction, and inspection",https://niccs.cisa.gov/resources/glossary#letter-i,Acronym Expansion: Information Security
inside( r) threat,A person or group of persons within an organization who pose a potential risk through violating security policies.,https://niccs.cisa.gov/resources/glossary#letter-i,"Extended Definition: One or more individuals with the access and/or inside knowledge of a company, organization, or enterprise that would allow them to exploit the vulnerabilities of that entity's security, systems, services, products, or facilities with the intent to cause harm. | Related Term(s): outside( r) threat | From: CNSSI 4009; From: NIAC Final Report and Recommendations on the Insider Threat to Critical Infrastructure, 2008"
integrated risk management,The structured approach that enables an enterprise or organization to share risk information and risk analysis and to synchronize independent yet complementary risk management strategies to unify efforts across the enterprise.,https://niccs.cisa.gov/resources/glossary#letter-i,"Related Term(s): risk management, enterprise risk management | From: DHS Risk Lexicon"
integrity,"The property whereby information, an information system, or a component of a system has not been modified or destroyed in an unauthorized manner.",https://niccs.cisa.gov/resources/glossary#letter-i,"Extended Definition: A state in which information has remained unaltered from the point it was produced by a source, during transmission, storage, and eventual receipt by the destination. | Related Term(s): availability, confidentiality, data integrity, system integrity | From: CNSSI 4009, NIST SP 800-53 Rev 4, 44 U.S.C., Sec 3542, SANS; From SAFE-BioPharma Certificate Policy 2.5"
intent,A state of mind or desire to achieve an objective.,https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): capability | From: DHS Risk Lexicon
Internet of Things,"The Internet of Things (IoT) connects physical objects—embedded with sensors, software, and processing power—to the internet, allowing them to exchange data, automate tasks, and improve efficiency. Key components include smart devices, connectivity (Wi-Fi/5G), data processing, and user interfaces. While providing benefits like enhanced convenience and predictive maintenance, IoT faces significant security, privacy, and interoperability challenges",https://niccs.cisa.gov/resources/glossary#letter-i,Related Term(s): IoT
interoperability,The ability of two or more systems or components to exchange information and to use the information that has been exchanged.,https://niccs.cisa.gov/resources/glossary#letter-i,"From: IEEE Standard Computer Dictionary, DHS personnel"
intrusion,An unauthorized act of bypassing the security mechanisms of a network or information system.,https://niccs.cisa.gov/resources/glossary#letter-i,Synonym(s): penetration | From: CNSSI 4009
