Group,Group Title,Subgroup,Subgroup Title,ID,Title,Class,Modalverb,Handlungsworte,Statement,Guidance,Praezisierung,Ergebnis,Security Level,Effort Level,Tags,Target Objects,Documentation,Dependency
GCS,"Governance, Compliance & Scope",GCS.5,"Security Governance: Schutzziele & Threat Modeling, Red Teaming",GCS.5.4,Risikomanagementprozess für KI-spezifisches Schwachstellenmanagement,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Richtlinien SOLLTE Risikomanagementprozess für KI-spezifisches Schwachstellenmanagement inkl. entsprechenden Sicherheitszielen, einem Geltungsbereich mit schützenswerten KI-spezifischen Assets (Modelle, Daten, Pipelines, Schnittstellen), sowie zugeordneten Sicherheitsanforderungen und Reaktionsfristen je Schweregrad verankern.","Anbieter: Ziel ist es, dass Schwachstellen in KI-gestützten Anwendungen – sowohl klassische Software-Schwachstellen als auch KI-spezifische Schwachstellen in Modellen, Trainings- und Eingabedaten, Prompts, Bibliotheken und der ML-Lieferkette – über den gesamten Lebenszyklus strukturiert identifiziert, priorisiert, behoben und verifiziert werden, sodass Risiken zeitnah und nachvollziehbar reduziert werden. Dazu kann eine Governance mit klaren Rollen, Eskalationswegen und funktionsübergreifender Koordination gehören; konsistente Dokumentationsstandards können Nachvollziehbarkeit und Auditierbarkeit erhöhen. Risikobasierte Priorisierung (z. B. nach CVSS, Exploitierbarkeit) und Reaktionsfristen je Schweregrad sind zweckmäßig; Ausrichtung an einschlägigen Standards kann Konsistenz unterstützen. Automatisierung in CI/CD kann Scans, Tracking und, wo sinnvoll, Remediation beschleunigen. Ergänzend dazu können Qualitätssicherungsmaßnahmen wie Retests und Root-Cause-Analysen erfolgen; Findings aus Monitoring und angriffsbasierter Bewertung können als Eingang dienen, und die Remediation kann über das Change-Management umgesetzt werden.

Betreiber: Ziel ist es, dass bekannt gewordene Schwachstellen im Einsatzkontext strukturiert identifiziert, priorisiert, behoben und verifiziert werden, sodass Risiken zeitnah und nachvollziehbar reduziert werden. Dazu kann ein Prozess gehören, der Sicherheitshinweise des Anbieters entgegennimmt, die Auswirkung auf die eigene Nutzung bewertet und Maßnahmen wie Updates, Konfigurationsänderungen oder temporäre Nutzungsbeschränkungen koordiniert. Klare Rollen, Eskalationswege und Reaktionsfristen je Schweregrad sind zweckmäßig; risikobasierte Priorisierung, z. B. nach Ausnutzbarkeit und betroffenen Geschäftsprozessen, kann die Steuerung unterstützen. Ergänzend dazu sind die Rückmeldung eigener Beobachtungen an den Anbieter, z. B. verdächtige Ausgaben oder Auffälligkeiten bei Integrationen, sowie Schwachstellenprozesse für eigene angrenzende Komponenten empfehlenswert; die Umsetzung von Korrekturen kann über das Change-Management gesteuert werden.","für KI-spezifisches Schwachstellenmanagement inkl. entsprechenden Sicherheitszielen, einem Geltungsbereich mit schützenswerten KI-spezifischen Assets (Modelle, Daten, Pipelines, Schnittstellen), sowie zugeordneten Sicherheitsanforderungen und Reaktionsfristen je Schweregrad",Risikomanagementprozess,normal-SdT,2,Grundmodul; Robustness; Anbieter; Betreiber,Richtlinien,KI-Risikoanalyse,
GCS,"Governance, Compliance & Scope",GCS.6,"Human Oversight (HO), Human in the Loop (HITL) & Kompetenz",GCS.6.1,Prozess zum Schutz menschlicher Integrität verankern,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Nutzende SOLLTE Prozess zum Schutz menschlicher Integrität zum Wahrung der menschlichen Autonomie und Vermeidung emotionaler Abhängigkeit und verdeckter oder ausbeuterischer Manipulation von Überzeugungen, Emotionen oder Verhalten der Nutzenden durch das KI-Produkt und zur Minimierung schädlicher Beeinflussung unter Berücksichtigung der Aufbau und Designausgestaltung des KI-Produkts verankern.","Anbieter: Ziel ist es, dass das KI-Produkt keine verdeckte oder ausbeuterische Einflussnahme bewirkt und die menschliche Autonomie der Nutzenden geschützt wird. Dazu können Maßnahmen die Analyse von Systemmerkmalen und Interaktionsmustern umfassen, z. B. manipulative Gestaltungsmuster, persuasive oder unterschwellige Techniken, kognitive Verzerrungen und emotional aufgeladene Sprache. Funktionen zur Inhaltserzeugung, Personalisierung und Empfehlung können auf Einflusspotenziale geprüft und Reaktionen auf emotional belastete Nutzende berücksichtigt werden. Ergänzend dazu sind Schutzmaßnahmen empfehlenswert, einschließlich Kontrollen gegen emotional ausbeuterische Muster; Restrisiken können bewertet und dokumentiert werden. Darüber hinaus kann die Überwachung entstehende Muster und Abhängigkeitsdynamiken kennzeichnen; Korrekturen können begründet und nachgehalten werden.

Betreiber: Ziel ist es, dass im Einsatzkontext Manipulationsrisiken reduziert und erkannte Muster wirksam adressiert werden können. Dazu können Schutzmechanismen im Betrieb aktiviert, konfiguriert und regelmäßig getestet werden; auffällige Ausgaben, emotional ausbeuterische Sprache oder anomale Interaktionen können überwacht und eskaliert werden. Korrekturmaßnahmen (z. B. Anpassung von Prompts, Filtern, Personalisierungsgrenzen) können zeitnah erfolgen und nachvollziehbar dokumentiert werden; besondere Aufmerksamkeit kann Interaktionen mit Nutzenden in Belastungssituationen gelten. Ergänzend dazu sind Rückmeldungs- und Meldekanäle zweckmäßig. Darüber hinaus können Ergebnisse aus Überwachung und Nutzerrückmeldungen in Betriebsentscheidungen und Rückmeldungen an den Anbieter einfließen.","zum Wahrung der menschlichen Autonomie und Vermeidung emotionaler Abhängigkeit und verdeckter oder ausbeuterischer Manipulation von Überzeugungen, Emotionen oder Verhalten der Nutzenden durch das KI-Produkt und zur Minimierung schädlicher Beeinflussung unter Berücksichtigung der Aufbau und Designausgestaltung des KI-Produkts",Prozess zum Schutz menschlicher Integrität,normal-SdT,3,Grundmodul; HAO; Anbieter; Betreiber,Nutzende,Human-Oversight-Konzept,
GCS,"Governance, Compliance & Scope",GCS.6,"Human Oversight (HO), Human in the Loop (HITL) & Kompetenz",GCS.6.2,Anfechtungs- und Korrekturmechanismen verankern,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Nutzende SOLLTE Mechanismen zur Verwerfung, Anfechtung, Korrektur oder Unterbrechung von Entscheidungen und Ausgaben des KI-Systems durch Nutzer oder betroffene Personen verankern.","Anbieter: Ziel ist es, dass wirksame Eingriffs- und Anfechtungsmechanismen technisch fundiert bereitgestellt werden, damit Fehlentscheidungen begrenzt, Schäden vermieden und menschliche Aufsicht zuverlässig ermöglicht werden können. Dazu kann eine risikobasierte, zweck- und adressatengerechte Konzeption und Implementierung gehören; ein Widerspruchsworkflow mit Einreichoption z. B. per Formular und Bearbeitungsstatus kann vorgesehen werden. Die technische Weiterleitung an eine qualifizierte und autorisierte natürliche Person zur Überprüfung von Entscheidungen und Ausgaben kann implementiert werden. Eine Not-Aus-Funktion kann das System in einen sicheren Zustand versetzen. Ergänzend dazu kann eine interaktive grafische Nutzeroberfläche die Auslösung und Nachverfolgung der genannten Aktionen unterstützen.

Betreiber: Ziel ist es, dass betroffenen Personen und Nutzenden im konkreten Einsatzkontext wirksame Eingriffsrechte eröffnet werden und bei Bedarf zeitnah eingegriffen werden kann. Dazu können Mechanismen betrieblich risikoadäquat konfiguriert und zugänglich gemacht werden; ein Widerspruchsformular kann bereitgestellt und eingehende Anfechtungen können bearbeitet werden. Menschliche Überprüfungen durch qualifizierte, autorisierte Personen können organisatorisch sichergestellt werden. Die Not-Aus-Funktion kann aktiv geschaltet, Zuständigkeiten und Verfahren können festgelegt und regelmäßig geübt werden. Ergänzend dazu können interaktive Benutzeroberflächen verfügbar gemacht und deren Nutzung überwacht werden, um Wirksamkeit und Erreichbarkeit sicherzustellen.","zur Verwerfung, Anfechtung, Korrektur oder Unterbrechung von Entscheidungen und Ausgaben des KI-Systems durch Nutzer oder betroffene Personen",Mechanismen,normal-SdT,2,Grundmodul; Accountability; HAO; Anbieter; Betreiber,Nutzende,Human-Oversight-Konzept,
GCS,"Governance, Compliance & Scope",GCS.6,"Human Oversight (HO), Human in the Loop (HITL) & Kompetenz",GCS.6.3,Qualitätsmanagementprozess für Human Agency & Oversight,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Anwendungen SOLLTE Qualitätsmanagementprozess für Human Agency & Oversight verankern.","Anbieter: Ziel ist es, ein angemessenes Maß an Human Agency und Human Oversight festzulegen und nachvollziehbar zu machen. Dazu können Fachkundige die Bewertung auf Basis der Risikobeurteilung und identifizierter Normen und Rechtsvorgaben durchführen; Aufgabe, Nutzungskontext und Risiken einschließlich rechtlicher Risiken können analysiert werden. Bedürfnisse für effektive Human Oversight und zur Sicherung der Human Agency können abgeleitet werden, z. B. Qualifikation, Zeitfenster und Informationslage. Technische Vorkehrungen für menschliche Kontrolle und Eingriffsfähigkeit können in die Systemarchitektur eingebettet werden, z. B. Unterbrechungsmöglichkeiten, Bestätigungsschritte und Informationsdarstellungen zur Entscheidungsunterstützung. Ergänzend dazu können Ergebnisse samt begründetem Autonomiegrad, Kontrollpunkten und Eskalationswegen dokumentiert werden; Annahmen und Grenzen sind zweckmäßig festzuhalten.

Betreiber: Ziel ist es, dass Human Oversight und Human Agency im Einsatzkontext wirksam umgesetzt und aufrechterhalten werden. Dazu können die vom Anbieter vorgesehenen Kontrollmechanismen aktiviert, konfiguriert und in betriebliche Abläufe integriert werden; Kontrollpunkte können an den konkreten Nutzungskontext und die Risikolage angepasst werden. Qualifiziertes Personal kann für die Überwachungsaufgaben benannt und geschult werden; ausreichende Zeitfenster, Informationslage und Entscheidungskompetenz sind empfehlenswert. Ergänzend dazu können Wirksamkeit und Angemessenheit der Human Oversight regelmäßig überprüft werden, z. B. durch Stichproben, Auswertung von Eingriffshäufigkeiten und Feedback der überwachenden Personen; Anpassungsbedarf kann dokumentiert und an den Anbieter zurückgemeldet werden.",für Human Agency & Oversight,Qualitätsmanagementprozess,normal-SdT,3,Grundmodul; HAO; Anbieter; Betreiber,Anwendungen,Human-Oversight-Konzept,
GCS,"Governance, Compliance & Scope",GCS.6,"Human Oversight (HO), Human in the Loop (HITL) & Kompetenz",GCS.6.4,Kompetenz- und Schulungsprozess verankern,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Mitarbeitende SOLLTE Kompetenz-und Schulungsprozess für alle am KI-Lebenszyklus beteiligten Personen und KI-Stakeholder entlang der Lieferkette, einschließlich erforderlicher Qualifikationen, rollenbasierter Schulungsprogramme, praktischer Übungen zur Stärkung der Cybersicherheitskompetenzen und des Risikobewusstseins sowie Sicherheitsbewusstseinsschulungen verankern.","Anbieter: Ziel ist es, dass Entwicklung, Qualitätssicherung und Integration durch fachlich befähigte Personen erfolgen. Dazu können Rollen- und Kompetenzprofile definiert, Qualifikationsmatrizen geführt und Kompetenzlücken über Assessments identifiziert werden; darauf aufbauend können Schulungspläne, Einarbeitung und kontinuierliche Fortbildung erfolgen, z. B. zu KI-Sicherheit, Datenschutz, Risikomanagement und Robustness. Praktische Übungen zur Stärkung der Cybersicherheitskompetenzen und des Risikobewusstseins sowie Sicherheitsbewusstseinsschulungen können eingebunden werden. Nachweise wie Zertifikate, Teilnahmebestätigungen und Praxisnachweise können versioniert dokumentiert werden. Ergänzend dazu können auch Personen mit Aufsichtsaufgaben im Entwicklungsprozess sowie relevante Akteure entlang der Lieferkette berücksichtigt werden.

Betreiber: Ziel ist es, dass Einsatz, Betrieb und Aufsicht des KI-Systems kompetent und verantwortungsgerecht erfolgen. Dazu können Rollen und Verantwortlichkeiten definiert und mit Qualifikationsanforderungen hinterlegt werden; Schulungen können Systemgrenzen, Risiken, Verzerrungen, Sicherheits- und Datenschutzvorgaben, Überwachung, Vorfall- und Änderungsmanagement abdecken. Praktische Übungen zur Stärkung der Cybersicherheitskompetenzen und Sicherheitsbewusstseinsschulungen können eingeplant werden. Für Aufsichtsrollen können Entscheidungsgrundlagen, Eskalationswege und Eingriffsmöglichkeiten adressiert werden. Ergänzend dazu können Schulungs- und Qualifikationsnachweise geführt sowie regelmäßige Auffrischungen und Rezertifizierungen geplant werden.","für alle am KI-Lebenszyklus beteiligten Personen und KI-Stakeholder entlang der Lieferkette, einschließlich erforderlicher Qualifikationen, rollenbasierter Schulungsprogramme, praktischer Übungen zur Stärkung der Cybersicherheitskompetenzen und des Risikobewusstseins sowie Sicherheitsbewusstseinsschulungen",Kompetenz-und Schulungsprozess,normal-SdT,3,Grundmodul; AIGOV; HAO; Anbieter; Betreiber,Mitarbeitende,Kompetenz- und Schulungsnachweis KI,
GCS,"Governance, Compliance & Scope",GCS.6,"Human Oversight (HO), Human in the Loop (HITL) & Kompetenz",GCS.6.5,Transparenz- und Nutzerschutzprozess verankern,requirement,SOLLTE,verankern,"Governance, Compliance & Scope fuer Nutzende SOLLTE Transparenz- und Nutzerschutzprozess zur Information betroffener Personen und Nutzer über Anwendung, Grenzen und Ausgaben des KI-Systems sowie zur Förderung von deren Interpretation und Entscheidungsunterstützung anhand von Kennzeichnung von KI-Interaktionen, Nutzerinformationen, nutzergruppengerechten Leitlinien, transparenzfördernden Systemeinstellungen, Nutzungsanleitungen und Systemprompts sowie Verifikation der Eignung von Erklärungen und der Unsicherheitskommunikation verankern.","Anbieter: Ziel ist es, dass adressatengerechte Informationen und Instruktionen so verankert werden, dass Nutzende und betroffene Personen das KI-System zweckmäßig anwenden, Ausgaben korrekt interpretieren und menschliche Aufsicht wirksam bleiben kann. Dazu kann eine strukturierte Bereitstellung von Kontaktinformationen, Zweck und Anwendungsbereich sowie erwartbarer Performance und Funktionalität gehören; bekannte Risiken und Implikationen der Nutzung können dargestellt werden. Erwartete Eingabedaten und Anleitungen zur Interpretation der Ausgaben können beschrieben werden; Grad der Autonomie und Entscheidungsprozesse sowie notwendige Maßnahmen zur menschlichen Aufsicht und Nutzeranforderungen (z. B. Schulungen) können präzisiert werden. Die kontinuierliche Pflege und Aktualisierung der zugrundeliegenden Modelldokumentation (z. B. Model Cards) einschließlich periodischer Überprüfung auf Vollständigkeit, Genauigkeit und Konsistenz mit dem aktuellen Modellstand bildet die Grundlage für diese Transparenzmaßnahmen; Änderungen an Daten, Modellen und Kontrollen können versioniert nachgehalten und Feststellungen in Updates und Lessons Learned überführt werden. Ergänzend dazu können Instandhaltungsmaßnahmen inkl. Softwareupdates versioniert, gepflegt und mit dem Produkt ausgeliefert werden; Hinweise können kontextbezogen verständlich aufbereitet werden.

Betreiber: Ziel ist es, dass im Betrieb Transparenz und korrekte Interpretation der Systemausgaben sichergestellt und Automation Bias wirksam adressiert werden können. Dazu können sicht- und zugängliche Informationen für Nutzende und betroffene Personen bereitgestellt werden; Benachrichtigungen, dass Ergebnisse und potenzielle Entscheidungen auf dem KI-System basieren, können integriert werden. Informationen zu Ausgaben und Entscheidungen können so dargestellt werden, dass eine korrekte Interpretation möglich ist; Warnhinweise vor Automation Bias und möglichen Folgen können ergänzt werden. Vom Anbieter gelieferte Instruktionen können intern verbreitet und Schulungsanforderungen können umgesetzt werden. Ergänzend dazu können Instandhaltungs- und Update-Hinweise aktiv kommuniziert und in den Betriebsprozessen berücksichtigt werden.","zur Information betroffener Personen und Nutzer über Anwendung, Grenzen und Ausgaben des KI-Systems sowie zur Förderung von deren Interpretation und Entscheidungsunterstützung anhand von Kennzeichnung von KI-Interaktionen, Nutzerinformationen, nutzergruppengerechten Leitlinien, transparenzfördernden Systemeinstellungen, Nutzungsanleitungen und Systemprompts sowie Verifikation der Eignung von Erklärungen und der Unsicherheitskommunikation",Transparenz- und Nutzerschutzprozess,normal-SdT,3,Grundmodul; HAO; Transparency; Anbieter; Betreiber,Nutzende,Gebrauchsanweisung KI-System,
DEI,"Design, Entwicklung und Integration",DEI.1,Datenakquisition (Acquire),DEI.1.1,Datenmanagementprozess verankern,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenmanagementprozess bestehend aus Festlegung der Datenanforderungen, Datenplanung, Beschaffung oder Erhebung, Dokumentation relevanter Datenmerkmale, Herkunft und Versionen, Datenaufbereitung, kontrollierter Bereitstellung, Speicherung und Aufbewahrung, Protokollierung relevanter Datenstände zur Reproduzierbarkeit sowie Archivierung, Löschung und Datenstilllegung verankern.","Anbieter: Ziel ist es, dass Daten über den gesamten KI-Lebenszyklus konsistent, zweckgebunden und geschützt gehandhabt werden. Dazu kann ein Rahmenwerk Standards für Datenstrukturen und Schnittstellen festlegen; Nutzungszwecke und Aufbewahrungsfristen können definiert, Schutzmaßnahmen und Zugangsmanagement beschrieben werden. Bei bestärkendem Lernen können auch Zustands-Aktions-Relationen einschließlich Übergangswahrscheinlichkeiten zu anderen Umgebungszuständen, Agentenrichtlinien und dynamisch durch die Umgebung erzeugte Daten abgedeckt werden. Ergänzend dazu sind Herkunft, Qualität und Verteilung dieser Datentypen zweckmäßig zu adressieren.

Betreiber: Ziel ist es, dass Betriebs- und Eingabedaten im Einsatzkontext konsistent, zweckgebunden und geschützt gehandhabt werden. Dazu können Datenanforderungen für den operativen Betrieb definiert und Datenquellen regelmäßig auf Eignung und Qualität geprüft werden; Aufbereitung, Bereitstellung und Speicherung können dokumentierten Standards folgen. Aufbewahrungsfristen und Löschkonzepte können festgelegt und umgesetzt werden; Zugangsmanagement und Integritätsprüfungen sind empfehlenswert. Ergänzend dazu können relevante Datenstände zur Reproduzierbarkeit protokolliert und Auffälligkeiten oder Qualitätsabweichungen an den Anbieter zurückgemeldet werden.","bestehend aus Festlegung der Datenanforderungen, Datenplanung, Beschaffung oder Erhebung, Dokumentation relevanter Datenmerkmale, Herkunft und Versionen, Datenaufbereitung, kontrollierter Bereitstellung, Speicherung und Aufbewahrung, Protokollierung relevanter Datenstände zur Reproduzierbarkeit sowie Archivierung, Löschung und Datenstilllegung",Datenmanagementprozess,normal-SdT,3,Grundmodul; DATA; Anbieter; Betreiber,Daten,Datenmanagement-Framework KI,
DEI,"Design, Entwicklung und Integration",DEI.1,Datenakquisition (Acquire),DEI.1.2,Datenmanagementprozess für Trainingsdaten,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenmanagementprozess für Trainingsdaten verankern.","Anbieter: Ziel ist es, dass Trainingsdaten so ausgewählt, aufbereitet und dokumentiert werden, dass sie das angestrebte Modellverhalten geeignet abbilden und über den Lebenszyklus nachvollziehbar und reproduzierbar bleiben. Dazu können Eignung, Qualität, Repräsentativität und Abdeckung der Trainingsdaten gegenüber dem Anwendungsbereich bewertet sowie die Qualität von Annotationen/Labels sichergestellt werden. Datenkategorien und Aufbewahrungsfristen können festgelegt, die Protokollierung der Trainingsdatenstände entworfen und der Zugriff auf Trainings- und Testdaten nach Inbetriebnahme organisatorisch und technisch geregelt werden. Die Reproduzierbarkeit kann durch Versionierung von Modellen, Hyperparametern, Zufallsinitialwerten und Pipelinekonfigurationen sichergestellt werden. Ergänzend dazu sind Verfahren zum sicheren Löschen zu konzipieren; die Angemessenheit der Maßnahmen kann risikobasiert begründet und dokumentiert werden. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden.",für Trainingsdaten,Datenmanagementprozess,normal-SdT,2,Grundmodul; DATA; Anbieter,Daten,Datenmanagement-Framework KI,019eb768-15e8-7596-b62d-8929ea9d15d6
DEI,"Design, Entwicklung und Integration",DEI.1,Datenakquisition (Acquire),DEI.1.3,Datenmanagementprozess für Validierungsdaten,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenmanagementprozess für Validierungsdaten verankern.","Anbieter: Ziel ist es, dass der Anbieter Validierungsdaten so bereitstellt, dass sie repräsentativ, unabhängig von den Trainingsdaten und reproduzierbar sind, damit Modellauswahl und Hyperparameter-Tuning belastbar erfolgen können. Dazu kann die Abgrenzung der Validierungsdaten von Trainings- und Testdaten klar definiert und über Daten-Splitting-Strategien (z. B. Hold-out, k-Fold-Cross-Validation) abgesichert werden; eine Überschneidung mit Trainingsdaten (Data Leakage) kann gezielt vermieden werden. Die Repräsentativität gegenüber dem Anwendungsbereich kann geprüft und dokumentiert werden; Transformationsschritte können konsistent zu den Trainingsdaten angewendet, aber separat protokolliert werden. Der Umgang mit fehlenden Werten und Klassenungleichgewicht kann begründet und seine Auswirkung auf die Validierungsgüte bewertet werden. Datenschutzanforderungen können berücksichtigt werden, z. B. mittels Differential Privacy. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden.",für Validierungsdaten,Datenmanagementprozess,normal-SdT,2,Grundmodul; DATA; Anbieter,Daten,Datenblatt Datensatz,019eb768-15e8-7596-b62d-8929ea9d15d6
DEI,"Design, Entwicklung und Integration",DEI.1,Datenakquisition (Acquire),DEI.1.4,Datenmanagementprozess für Testdaten,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenmanagementprozess für Testdaten verankern.","Anbieter: Ziel ist es, dass Testdaten so bereitgestellt und dokumentiert werden, dass sie eine unabhängige, belastbare und nachvollziehbare Bewertung der Anforderungserfüllung des Modells ermöglichen. Dazu kann die Unabhängigkeit der Testdaten von Trainings- und Validierungsdaten sichergestellt werden, um Data Leakage und überoptimistische Ergebnisse zu vermeiden; die Repräsentativität gegenüber dem vorgesehenen Anwendungsbereich kann geprüft und dokumentiert werden. Die Dokumentation kann den Bezug zur Datenplanung und zu Datenqualitätsprinzipien herstellen sowie Eigentum, Verantwortlichkeiten, Lizenzen und Nutzungsrechte festhalten. Wesentliche Datenattribute können beschrieben werden, z. B. Herkunft, potenzielle Verzerrungen, Konsistenz, Verlässlichkeit, Validität, Datentypen, Schema, Format und Rauschanteil; Quelle und Vertrauenswürdigkeit jeder Datenquelle können bewertet und Erhebungsprozess sowie -methode erläutert werden, z. B. menschliche Erhebung, Sensoren, Umfragen oder Datenströme. Ergänzend dazu ist bei Personendaten der ursprüngliche Erhebungszweck zu vermerken.",für Testdaten,Datenmanagementprozess,normal-SdT,2,Grundmodul; DATA; Anbieter,Daten,Datenblatt Datensatz,019eb768-15e8-7596-b62d-8929ea9d15d6
DEI,"Design, Entwicklung und Integration",DEI.2,Datenvalidierung & Qualitätschecks,DEI.2.1,Datenqualitätsprozess zur Sicherstellung der Vollständigkeit und Abdeckung,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenqualitätsprozess zur Sicherstellung der Vollständigkeit und Abdeckung der relevanten Datensätze verankern.","Anbieter: Ziel ist es, dass die Vollständigkeit und Abdeckung der relevanten Datensätze so gestaltet werden, dass Modelle auf hinreichend repräsentativer Datenbasis entwickelt werden und Qualitätsrisiken frühzeitig sichtbar sind. Dazu kann eine Definition erwarteter Attribute und Entitätsinstanzen für den Anwendungsfall gehören; Prüfungen auf Datenvollständigkeit können implementiert werden, einschließlich Analyse fehlender Werte nach Verlustschema (MCAR, MAR, MNAR). Die Abdeckung relevanter Merkmale kann systematisch geprüft werden; statistische Grundauswertungen können Lücken auf Datensatz-, Spalten- und Datenpunktebene identifizieren. Ergänzend dazu können domänenspezifische Gesamtheitskriterien berücksichtigt werden, z. B. die Vollständigkeit von Labels bei Bilderkennung. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden. 

Betreiber: Ziel ist es, dass im Betrieb nur qualitativ hinreichende Eingabedaten genutzt werden und dadurch unzuverlässige Ergebnisse sowie Folgerisiken vermieden werden. Dazu können Eingabedaten gegen die vom Anbieter dokumentierten Attributanforderungen auf Vollständigkeit geprüft werden; Prozesse zur Erkennung unvollständiger Daten können eingerichtet werden. Bei Befunden kann die Verarbeitung verhindert oder an definierte Stellen eskaliert werden. Wiederkehrende Vollständigkeitsmängel können dokumentiert werden; Rückmeldungen an den Anbieter oder vorgelagerte Datenlieferanten können strukturiert erfolgen, um Ursachen zu beheben und die Datenqualität nachhaltig zu verbessern. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden.",zur Sicherstellung der Vollständigkeit und Abdeckung der relevanten Datensätze,Datenqualitätsprozess,normal-SdT,2,Grundmodul; DATA; Anbieter; Betreiber,Daten,Datenqualitätsanforderungen,019eb768-15e8-7f1c-b37a-2096279350f3
DEI,"Design, Entwicklung und Integration",DEI.2,Datenvalidierung & Qualitätschecks,DEI.2.2,Datenqualitätsprozess verankern,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Datenqualitätsprozess für Datenanforderungen und Datenqualitätsmanagement über den gesamten Datenlebenszyklus bestehend aus risikobasierter Festlegung von Qualitätskriterien, Metriken und Akzeptanzschwellen, Prüfung der Daten gegen die festgelegten Kriterien, Bewertung von Abweichungen und Lücken, Umsetzung von Korrektur- und Mitigationsmaßnahmen, nachvollziehbarer Dokumentation der Anforderungen, Methoden, Ergebnisse, Entscheidungen und Restrisiken sowie kontinuierlicher Überwachung und Re-Evaluation verankern.","Anbieter: Ziel ist es, Nachvollziehbarkeit, Reproduzierbarkeit und Eignung der Trainings-, Validierungs- und Testdaten über den Lebenszyklus herzustellen. Dazu können Qualitätsdimensionen wie Genauigkeit, Konsistenz, Vollständigkeit und Aktualität erfasst werden; benötigte Merkmale, Datenvolumen, statistische Kenngrößen und Repräsentativität können definiert werden. Einschluss- und Ausschlusskriterien, Umgang mit Unsicherheit, Annotationsvorgaben mit Qualitätssicherung sowie Leitlinien zu synthetischen Daten können enthalten sein; ein Bezug zu Datenschutz und Regulatorik ist zweckmäßig. Ergänzend dazu können regelmäßige Reviews und eine nachvollziehbare Dokumentation von Methoden, Ergebnissen, Entscheidungen und Restrisiken erfolgen.

Betreiber: Ziel ist es, dass die im Betrieb verwendeten Eingabedaten zum vorgesehenen Einsatzzweck passen und im Einklang mit den Vorgaben des Anbieters verwendet werden. Dazu können die bereitgestellten Anforderungen und Hinweise zu Datenmerkmalen, zulässigen Eingaben sowie Aktualität und Vollständigkeit auf die operativ eingesetzten Daten angewendet werden. Geeignete Überwachungs- und Validierungsrhythmen sind empfehlenswert, um Abweichungen bei der Datenqualität im laufenden Betrieb frühzeitig zu erkennen. Prozesse zur Erfassung, Priorisierung und Behebung entsprechender Befunde können eingerichtet werden. Ergänzend dazu kann die Einhaltung einschlägiger datenschutzrechtlicher Vorgaben im Umgang mit den eingesetzten Eingabedaten berücksichtigt werden.","für Datenanforderungen und Datenqualitätsmanagement über den gesamten Datenlebenszyklus bestehend aus risikobasierter Festlegung von Qualitätskriterien, Metriken und Akzeptanzschwellen, Prüfung der Daten gegen die festgelegten Kriterien, Bewertung von Abweichungen und Lücken, Umsetzung von Korrektur- und Mitigationsmaßnahmen, nachvollziehbarer Dokumentation der Anforderungen, Methoden, Ergebnisse, Entscheidungen und Restrisiken sowie kontinuierlicher Überwachung und Re-Evaluation",Datenqualitätsprozess,normal-SdT,3,Grundmodul; DATA; Anbieter; Betreiber,Daten,Datenqualitätsanforderungen,
