"term","definition","source_anchor","notes"
"deployment configuration","[CodeDeploy](#AWSCodeDeploy): A set of deployment rules and success and failure conditions used by the service during a deployment.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#deploymentconfiguration",""
"deployment group","[CodeDeploy](#AWSCodeDeploy): A set of individually tagged [instances](#instance) or [EC2 instances](#ec2instance) in [Auto Scaling groups](#AutoScalingGroup), or both.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#deploymentgroup",""
"Description property","A property added to parameters, [resources](#resource), resource properties, mappings, and outputs to help you to document [CloudFormation](#CloudFormation) template elements.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#description",""
"detailed monitoring","Monitoring of AWS provided metrics derived at a 1-minute frequency.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#detailedmonitoring",""
"Detective","Amazon Detective is a service that collects log data from your AWS resources to analyze and identify the root cause of security findings or suspicious activities. The Detective behavior graph provides visualizations to help you to determine the nature and extent of possible security issues and conduct an efficient investigation. See also [https://aws.amazon.com/detective/](https://aws.amazon.com/detective/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#detective",""
"Device Farm","AWS Device Farm is an app testing service that you can use to test Android, iOS, and web apps on real, physical phones and tablets that are hosted by AWS. See also [https://aws.amazon.com/device-farm/](https://aws.amazon.com/device-farm/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#DeviceFarm",""
"Amazon DevOps Guru","Amazon DevOps Guru is a fully managed operations service powered by machine learning (ML), designed to improve an application's operational performance and availability. See also [https://aws.amazon.com/devops-guru/](https://aws.amazon.com/devops-guru/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#devops-guru",""
"dimension","A name–value pair (for example, InstanceType=m1.small, or EngineName=mysql), that contains additional information to identify a metric.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#dimension",""
"Direct Connect","AWS Direct Connect is a web service that simplifies establishing a dedicated network connection from your premises to AWS. Using Direct Connect, you can establish private connectivity between AWS and your data center, office, or colocation environment. See also [ https://aws.amazon.com/directconnect](https://aws.amazon.com/directconnect/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSDirectConnect",""
"Directory Service","AWS Directory Service is a managed service for connecting your AWS [resources](#resource) to an existing on-premises Microsoft Active Directory or to set up and operate a new, standalone directory in the AWS Cloud. See also [ https://aws.amazon.com/directoryservice](https://aws.amazon.com/directoryservice/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSDirectoryService",""
"discussion forums","A place where AWS users can post technical questions and feedback to help accelerate their development efforts and to engage with the AWS community. For more information, see the [Amazon Web Services Discussion Forums](https://forums.aws.amazon.com/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#discussionforums",""
"distribution","A link between an origin server (such as an [Amazon S3](#amazons3) [bucket](#bucket)) and a domain name, which [CloudFront](#AmazonCF) automatically assigns. Through this link, CloudFront identifies the object you have stored in your [origin server](#originserver).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#distribution",""
"DKIM","DomainKeys Identified Mail is a standard that email senders use to sign their messages. ISPs use those signatures to verify that messages are legitimate. For more information, see [https://tools.ietf.org/html/rfc6376](https://tools.ietf.org/html/rfc6376).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#DKIM",""
"AWS DMS","AWS Database Migration Service is a web service that can help you migrate data to and from many widely used commercial and open-source databases. See also [https://aws.amazon.com/dms](https://aws.amazon.com/dms).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSDatabaseMigrationService",""
"DNS","See [Domain Name System](#domainnamesystem).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#DNS_abbrev",""
"Docker image","A layered file system template that's the basis of a Docker [container](#container). Docker images can comprise specific operating systems or applications.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#docker_image",""
"document","[CloudSearch](#cloudSearch): An item that can be returned as a search result. Each document has a collection of fields that contain the data that can be searched or returned. The value of a field can be either a string or a number. Each document must have a unique ID and at least one field.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#document",""
"document batch","[CloudSearch](#cloudSearch): A collection of add and delete document operations. You use the document service API to submit batches to update the data in your search domain.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#documentbatch",""
"document service API","[CloudSearch](#cloudSearch): The API call that you use to submit document batches to update the data in a search domain.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#documentsvcapi",""
"document service endpoint","[CloudSearch](#cloudSearch): The URL that you connect to when sending document updates to an Amazon CloudSearch domain. Each search domain has a unique document service endpoint that remains the same for the life of the domain.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#documentsvcendpoint",""
"Amazon DocumentDB","Amazon DocumentDB (with MongoDB compatibility) is a managed database service that you can use to set up, operate, and scale MongoDB-compatible databases in the cloud. See also [https://aws.amazon.com/documentdb/](https://aws.amazon.com/documentdb/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#documentdb",""
"domain","[OpenSearch Service](#AmazonElasticsearchService): The hardware, software, and data exposed by Amazon OpenSearch Service (OpenSearch Service) endpoints. An OpenSearch Service domain is a service wrapper around an OpenSearch cluster. An OpenSearch Service domain encapsulates the engine instances that process OpenSearch Service requests, the indexed data that you want to search, snapshots of the domain, access policies, and metadata. See also [cluster](#cluster). See also [Elasticsearch](#Elasticsearch).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#domain",""
"Domain Name System","Domain Name System is a service that routes internet traffic to websites by translating human-readable domain names (for example, `www.example.com`) into the numeric IP addresses, such as 192.0.2.1, which computers use to connect to each other.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#domainnamesystem",""
"Donation button","An HTML-coded button to provide a simple and secure way for US-based, IRS-certified 501(c)(3) nonprofit organizations to solicit donations.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#Donationbutton",""
"DynamoDB","Amazon DynamoDB is a fully managed NoSQL database service that provides fast and predictable performance with seamless scalability. See also [https://aws.amazon.com/dynamodb/](https://aws.amazon.com/dynamodb/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#dynamodb",""
"Amazon DynamoDB Encryption Client","Amazon DynamoDB Encryption Client is a software library that helps you protect your table data before you send it to [DynamoDB](#dynamodb).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#dynamodbencryptionclient",""
"Amazon DynamoDB Storage Backend for Titan","Amazon DynamoDB Storage Backend for Titan is a graph database implemented on top of Amazon DynamoDB. Titan is a scalable graph database optimized for storing and querying graphs. See also [https://aws.amazon.com/dynamodb/](https://aws.amazon.com/dynamodb/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#dynamodb-titan-backend",""
"DynamoDB Streams","Amazon DynamoDB Streams is an AWS service that captures a time-ordered sequence of item-level modifications in any Amazon DynamoDB table. This service also stores this information in a log for up to 24 hours. Applications can access this log and view the data items as they appeared before and after they were modified, in near-real time. See also [https://aws.amazon.com/dynamodb/](https://aws.amazon.com/dynamodb/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#dynamodb-streams",""
"Amazon EBS","Amazon Elastic Block Store is a service that provides block level storage [volumes](#volume) or use with [EC2 instances](#ec2instance). See also [https://aws.amazon.com/ebs](https://aws.amazon.com/ebs/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#EBS",""
"Amazon EBS-backed AMI","An Amazon EBS-backed AMI is a type of [Amazon Machine Image (AMI)](#AmazonMachineImage) whose instances use an [Amazon EBS](#EBS) [volume](#volume) as their root device. Compare this with instances launched from [instance store-backed AMIs](#instancebacked), which use the [instance store](#instancestore) as the root device.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#EBSbacked",""
"Amazon EC2","Amazon Elastic Compute Cloud is a web service for launching and managing Linux/UNIX and Windows Server [instances](#instance) in Amazon data centers. See also [https://aws.amazon.com/ec2](https://aws.amazon.com/ec2/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ec2",""
"Amazon EC2 Auto Scaling","Amazon EC2 Auto Scaling is a web service that launches or terminates instances automatically based on user-defined [policies](#policy), schedules, and [health checks](#healthcheck). See also [https://aws.amazon.com/ec2/autoscaling](https://aws.amazon.com/ec2/autoscaling/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AutoScaling",""
"EC2 instance","A compute [instance](#instance) in the [Amazon EC2](#ec2) service. Other AWS services use the term *EC2 instance* to distinguish these instances from other types of instances they support.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ec2instance",""
"Amazon ECR","Amazon Elastic Container Registry (Amazon ECR) is a fully managed Docker container registry that you can use to store, manage, and deploy Docker container images. Amazon ECR is integrated with [Amazon ECS](#ecs) and [IAM](#IAM). See also [https://aws.amazon.com/ecr](https://aws.amazon.com/ecr).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ecr",""
"Amazon ECS","Amazon Elastic Container Service (Amazon ECS) is a highly scalable, fast, [container](#container) management service that you can use to run, stop, and manage Docker containers on a [cluster](#cluster) of EC2 instances. See also [https://aws.amazon.com/ecs](https://aws.amazon.com/ecs).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ecs",""
"edge location","edge location is a data center that an AWS service uses to perform service-specific operations. For example, [CloudFront](#AmazonCF) uses edge locations to cache copies of your content, so the content is closer to your users and can be delivered faster regardless of their location. [Route 53](#Route53) uses edge locations to speed up the response to public DNS queries.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#edgeloc",""
"Amazon EFS","Amazon Elastic File System is a file storage service for [EC2](#ec2) [instances](#instance). Amazon EFS provides an interface that you can use to create and configure file systems. Amazon EFS storage capacity grows and shrinks automatically as you add and remove files. See also [https://aws.amazon.com/efs/](https://aws.amazon.com/efs/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#efs",""
"Amazon EKS","Amazon Elastic Kubernetes Service is a managed service that you can use to run Kubernetes on AWS without needing to stand up or maintain your own Kubernetes control plane. See also [https://aws.amazon.com/eks/](https://aws.amazon.com/eks/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#elastickubernetes",""
"Elastic","A company that provides open-source solutions—including OpenSearch, Logstash, Kibana, and Beats—that take data from any source and search, analyze, and visualize it in real time. Amazon OpenSearch Service (OpenSearch Service) is an AWS managed service for deploying, operating, and scaling OpenSearch in the AWS Cloud. See also [OpenSearch Service](#AmazonElasticsearchService). See also [Elasticsearch](#Elasticsearch).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#Elastic",""
"Elastic Beanstalk","AWS Elastic Beanstalk is a web service for deploying and managing applications in the AWS Cloud without worrying about the infrastructure that runs those applications. See also [https://aws.amazon.com/elasticbeanstalk](https://aws.amazon.com/elasticbeanstalk/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#Beanstalk",""
"Elastic Block Store","See [Amazon EBS](#EBS).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#EBS_full",""
"Elastic Inference","Amazon Elastic Inference is a resource that customers can use to attach low-cost GPU-powered acceleration to Amazon EC2 and SageMaker AI instances, or Amazon ECS tasks, to reduce the cost of running deep learning inference by up to 75%. See also [https://aws.amazon.com/machine-learning/elastic-inference](https://aws.amazon.com/machine-learning/elastic-inference/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#elastic-inference",""
"Elastic IP address","A fixed (static) IP address that you have allocated in [Amazon EC2](#ec2) or [Amazon VPC](#vpc) and then attached to an [instance](#instance). Elastic IP addresses are associated with your account, not a specific instance. They are *elastic* because you can easily allocate, attach, detach, and free them as your needs change. Unlike traditional static IP addresses, Elastic IP addresses allow you to mask instance or [Availability Zone](#AZ) failures by rapidly remapping your public IP addresses to another instance.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ElasticIP",""
"ELB","Elastic Load Balancing is a web service that improves an application's availability by distributing incoming traffic between two or more [EC2 instances](#ec2instance). See also [https://aws.amazon.com/elasticloadbalancing](https://aws.amazon.com/elasticloadbalancing/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ELB",""
"elastic network interface","An additional network interface that can be attached to an [instance](#instance). Elastic network interfaces include a primary private IP address, one or more secondary private IP addresses, an Elastic IP Address (optional), a MAC address, membership in specified [security groups](#SecurityGroup), a description, and a source/destination check flag. You can create an elastic network interface, attach it to an instance, detach it from an instance, and attach it to another instance.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#elasticnetworkinterface",""
"Elastic Transcoder","Amazon Elastic Transcoder is a cloud-based media transcoding service. Elastic Transcoder is a highly scalable tool for converting (or *transcoding*) media files from their source format into versions that play on devices such as smartphones, tablets, and PCs. See also [https://aws.amazon.com/elastictranscoder/](https://aws.amazon.com/elastictranscoder/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#elastictranscoder",""
"ElastiCache","Amazon ElastiCache is a web service that simplifies deploying, operating, and scaling an in-memory cache in the cloud. The service improves the performance of web applications by providing information retrieval from fast, managed, in-memory caches, instead of relying entirely on slower disk-based databases. See also [https://aws.amazon.com/elasticache/](https://aws.amazon.com/elasticache/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#elasticache",""
"Elasticsearch","An open-source, real-time distributed search and analytics engine used for full-text search, structured search, and analytics. OpenSearch was developed by the Elastic company. Amazon OpenSearch Service (OpenSearch Service) is an AWS managed service for deploying, operating, and scaling OpenSearch in the AWS Cloud. See also [OpenSearch Service](#AmazonElasticsearchService). See also [Elastic](#Elastic).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#Elasticsearch",""
"AWS Elemental MediaConnect","AWS Elemental MediaConnect is a fully-managed live video distribution service that reliably and securely ingests video into the AWS Cloud and transports it to multiple destinations within the AWS network and the internet. See also [https://aws.amazon.com/mediaconnect](https://aws.amazon.com/mediaconnect/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#mediaconnect",""
"AWS Elemental MediaConvert","AWS Elemental MediaConvert is a file-based media conversion service that transforms content into formats for traditional broadcast and internet streaming. See also [https://aws.amazon.com/mediaconvert](https://aws.amazon.com/mediaconvert).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSElementalMediaConvert",""
"AWS Elemental MediaLive","AWS Elemental MediaLive is a cloud-based live video encoding service that creates high-quality streams for delivery to broadcasts and internet-connected devices. See also [https://aws.amazon.com/medialive](https://aws.amazon.com/medialive).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSElementalMediaLive",""
"AWS Elemental MediaPackage","AWS Elemental MediaPackage is a highly-scalable video origination and packaging service that delivers video securely and reliably. See also [https://aws.amazon.com/mediapackage](https://aws.amazon.com/mediapackage).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSElementalMediaPackage",""
"AWS Elemental MediaStore","AWS Elemental MediaStore is a storage service optimized for media that provides the performance, consistency, and low latency required to deliver live and on-demand video content at scale. See also [https://aws.amazon.com/mediastore](https://aws.amazon.com/mediastore).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSElementalMediaStore",""
"AWS Elemental MediaTailor","AWS Elemental MediaTailor is a channel assembly and personalized ad-insertion service for over-the-top (OTT) video and audio applications. See also [https://aws.amazon.com/mediatailor](https://aws.amazon.com/mediatailor).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSElementalMediaTailor",""
"EMP","The AWS End-of-Support Migration Program for Windows Server provides the technology and guidance to migrate your applications running on Windows Server 2003, Windows Server 2008, and Windows Server 2008 R2 to the latest, supported versions of Windows Server running on Amazon Web Services (AWS).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#emp",""
"Amazon EMR","Amazon Elastic Map Reduce is a web service that you can use to process large amounts of data efficiently. Amazon EMR uses [Hadoop](#Hadoop) processing combined with several AWS products to do such tasks as web indexing, data mining, log file analysis, machine learning, scientific simulation, and data warehousing. See also [https://aws.amazon.com/elasticmapreduce](https://aws.amazon.com/elasticmapreduce/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AmazonElasticMapReduce",""
"encrypt","To use a mathematical algorithm to make data unintelligible to unauthorized [users](#AWSUser). Encryption also gives authorized users a method (such as a key or password) to convert the altered data back to its original state.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#encrypt",""
"encryption context","A set of key–value pairs that contains additional information associated with [AWS KMS](#awskms)–encrypted information.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#encryption_context",""
"AWS Encryption SDK","AWS Encryption SDK is a client-side encryption library that you can use to encrypt and decrypt data using industry standards and best practices. See also [https://aws.amazon.com/blogs/security/tag/aws-encryption-sdk/](https://aws.amazon.com/blogs/security/tag/aws-encryption-sdk/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#encryptionsdk",""
"endpoint","A URL that identifies a host and port as the entry point for a web service. Every web service request contains an endpoint. Most AWS products provide endpoints for a Region to enable faster connectivity. [ElastiCache](#elasticache): The DNS name of a [cache node](#CacheNode). [Amazon RDS](#AmazonRelationalDatabaseService): The DNS name of a [DB instance](#dbinstance). [CloudFormation](#CloudFormation): The DNS name or IP address of the server that receives an HTTP request.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#endpoint",""
"endpoint port","[ElastiCache](#elasticache): The port number used by a [cache node](#CacheNode). [Amazon RDS](#AmazonRelationalDatabaseService): The port number used by a [DB instance](#dbinstance).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#endpointport",""
"envelope encryption","The use of a master key and a data key to algorithmically protect data. The master key is used to encrypt and decrypt the data key and the data key is used to encrypt and decrypt the data itself.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#envelope_encryption",""
"environment","[Elastic Beanstalk](#Beanstalk): A specific running instance of an [application](#application). The application has a CNAME and includes an application version and a customizable configuration (which is inherited from the default container type). [CodeDeploy](#AWSCodeDeploy): Instances in a deployment group in a blue/green deployment. At the start of a blue/green deployment, the deployment group is made up of instances in the original environment. At the end of the deployment, the deployment group is made up of instances in the replacement environment.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#environment",""
"environment configuration","A collection of parameters and settings that define how an environment and its associated resources behave.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#environmentconfiguration",""
"ephemeral store","See [instance store](#instancestore).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ephemeral_store",""
"epoch","The date from which time is measured. For most Unix environments, the epoch is January 1, 1970.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#epoch",""
"ETL","See [extract, transform, and load (ETL)](#extracttransformload).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ETL_abbrev",""
"evaluation","Amazon Machine Learning: The process of measuring the predictive performance of a machine learning (ML) model. Also a machine learning object that stores the details and result of an ML model evaluation.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#evaluation",""
"evaluation datasource","The data that Amazon Machine Learning uses to evaluate the predictive accuracy of a machine learning model.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#evaluation-datasource",""
"event","[Amazon Personalize](#amazonpersonalize): A user activity—such as a click, a purchase, or a video viewing—that you record and upload to an Amazon Personalize Interactions dataset. You record events individually in real time or record and upload events in bulk. See also [dataset](#dataset). See also [Interactions dataset](#interactions-dataset).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#event",""
"event tracker","[Amazon Personalize](#amazonpersonalize): Specifies a destination dataset group for event data that you record in real time. When you record events in real time, you provide the ID of the event tracker so that Amazon Personalize knows where to add the data. See also [dataset group](#dataset-group). See also [event](#event).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#event-tracker",""
"EventBridge","Amazon EventBridge is a serverless event bus service that you can use to connect your applications with data from a variety of sources and routes that data to targets such as AWS Lambda. You can set up routing rules to determine where to send your data to build application architectures that react in real time to all of your data sources. See also [https://aws.amazon.com/eventbridge/](https://aws.amazon.com/eventbridge/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#eventbridge",""
"eventual consistency","The method that AWS services use to achieve high availability. This involves replicating data across multiple servers in Amazon data centers. When data is written or updated and `Success` is returned, all copies of the data are updated. However, it takes time for the data to propagate to all storage locations. The data will eventually be consistent, but an immediate read might not show the change. Consistency is usually reached within seconds. See also [data consistency](#data-consistency). See also [eventually consistent read](#eventually-consistent-read). See also [strongly consistent read](#strongly-consistent-read).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#eventualconsistency",""
"eventually consistent read","A read process that returns data from only one Region and might not show the most recent write information. However, if you repeat your read request after a short time, the response should eventually return the latest data. See also [data consistency](#data-consistency). See also [eventual consistency](#eventualconsistency). See also [strongly consistent read](#strongly-consistent-read).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#eventually-consistent-read",""
"eviction","The deletion by [CloudFront](#AmazonCF) of an object from an [edge location](#edgeloc) before its expiration time. If an object in an edge location isn't frequently requested, CloudFront might evict the object (remove the object before its expiration date) to make room for objects that are more popular.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#eviction",""
"exbibyte (EiB)","A contraction of exa binary byte. An exbibyte (EiB) is 2^60 or 1,152,921,504,606,846,976 bytes. An exabyte (EB) is 10^18 or 1,000,000,000,000,000,000 bytes. 1,024 EiB is a [zebibyte (ZiB)](#zebibyte).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#exbibyte",""
"expiration","For [CloudFront](#AmazonCF) caching, the time when CloudFront stops responding to user requests with an object. If you don't use headers or CloudFront [distribution](#distribution) settings to specify how long you want objects to stay in an [edge location](#edgeloc), the objects expire after 24 hours. The next time a user requests an object that has expired, CloudFront forwards the request to the [origin](#originserver).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#expiration",""
"explicit impressions","[Amazon Personalize](#amazonpersonalize): A list of items that you manually add to an Amazon Personalize Interactions dataset to influence future recommendations. Unlike *implicit impressions*, where Amazon Personalize automatically derives the impressions data, you choose what to include in explicit impressions. See also [recommendations](#recommendations). See also [Interactions dataset](#interactions-dataset). See also [impressions data](#impressions-data). See also [implicit impressions](#implicit-impressions).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#explicit-impressions",""
"explicit launch permission","An [Amazon Machine Image (AMI)](#AmazonMachineImage) launch permission granted to a specific [AWS account](#account).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#explicitlaunchpermission",""
"exponential backoff","A strategy that incrementally increases the wait between retry attempts in order to reduce the load on the system and increase the likelihood that repeated requests will succeed. For example, client applications might wait up to 400 milliseconds before attempting the first retry, up to 1600 milliseconds before the second, and up to 6400 milliseconds (6.4 seconds) before the third.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#exponentialbackoff",""
"expression","[CloudSearch](#cloudSearch): A numeric expression that you can use to control how search hits are sorted. You can construct Amazon CloudSearch expressions using numeric fields, other rank expressions, a document's default relevance score, and standard numeric operators and functions. When you use the `sort` option to specify an expression in a search request, the expression is evaluated for each search hit and the hits are listed according to their expression values.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#expression",""
"extract, transform, and load (ETL)","A process that's used to integrate data from multiple sources. Data is collected from sources (extract), converted to an appropriate format (transform), and written to a target data store (load) for purposes of analysis and querying. ETL tools combine these three functions to consolidate and move data from one environment to another. [AWS Glue](#Glue) is a fully managed ETL service for discovering and organizing data, transforming it, and making it available for search and analytics.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#extracttransformload",""
"facet","[CloudSearch](#cloudSearch): An index field that represents a category that you want to use to refine and filter search results.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#facet",""
"facet enabled","[CloudSearch](#cloudSearch): An index field option that enables facet information to be calculated for the field.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#facetenabled",""
"AWS Fargate","AWS Fargate is a serverless, pay-as-you-go compute engine that you can use to build applications on AWS. You can use Amazon Elastic Container Service (Amazon ECS) or Amazon Elastic Kubernetes Service (Amazon EKS) to maintain container applications using AWS Fargate. See also [https://aws.amazon.com/fargate/](https://aws.amazon.com/fargate/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#awsfargate",""
"Fault Injection Simulator (AWS FIS)","AWS Fault Injection Service is a managed service that you can use to perform fault injection experiments on your AWS workloads. See also [https://aws.amazon.com/fis](https://aws.amazon.com/fis/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#fis",""
"FBL","See [feedback loop (FBL)](#feedbackloop).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#FBL_abbrev",""
"feature transformation","Amazon Machine Learning: The machine learning process of constructing more predictive input representations or “features” from the raw input variables to optimize a machine learning model’s ability to learn and generalize. Also known as *data transformation* or *feature engineering*.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#feature-transformation",""
"federated identity management (FIM)","Allows individuals to sign in to different networks or services, using the same group or personal credentials to access data across all networks. With identity federation in AWS, external identities (federated users) are granted secure access to [resources](#resource) in an [AWS account](#account) without having to create IAM [users](#AWSUser). These external identities can come from a corporate identity store (such as LDAP or Windows Active Directory) or from a third party (such as Login with Amazon, Facebook, or Google). AWS federation also supports SAML 2.0.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#fed_identity",""
"federated user","See [federated identity management (FIM)](#fed_identity).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#federated_user",""
"federation","See [federated identity management (FIM)](#fed_identity).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#federation",""
"feedback loop (FBL)","The mechanism by which a mailbox provider (for example, an [internet service provider (ISP)](#internetserviceprovider)) forwards a [recipient](#recipient)'s [complaint](#complaint) back to the [sender](#sender).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#feedbackloop",""
"field weight","The relative importance of a text field in a search index. Field weights control how much matches in particular text fields affect a document's relevance score.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#fieldweight",""
"filter","A criterion that you specify to limit the results when you list or describe your [Amazon EC2](#ec2) [resources](#resource).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#filter",""
"filter query","A way to filter search results without affecting how the results are scored and sorted. Specified with the [CloudSearch](#cloudSearch) `fq` parameter.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#filterquery",""
"FIM","See [federated identity management (FIM)](#fed_identity).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#FIM_abbrev",""
"FinSpace","Amazon FinSpace is a data management and analytics service purpose-built for the financial services industry (FSI). See also [https://aws.amazon.com/finspace](https://aws.amazon.com/finspace/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#finspace",""
"Firehose","See [Firehose](#AmazonKinesisFirehose).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#Firehose",""
"Firewall Manager","AWS Firewall Manager is a service that you use with AWS WAF to simplify your AWS WAF administration and maintenance tasks across multiple accounts and resources. With AWS Firewall Manager, you set up your firewall rules only once. The service automatically applies your rules across your accounts and resources, even as you add new resources. See also [https://aws.amazon.com/firewall-manager](https://aws.amazon.com/firewall-manager/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#firewallmanager",""
"Forecast","Amazon Forecast is a fully managed service that uses statistical and machine learning algorithms to produce highly accurate time-series forecasts. See also [https://aws.amazon.com/forecast/](https://aws.amazon.com/forecast/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#forecast",""
"format version","See [template format version](#template-format-version).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#format_version",""
"forums","See [discussion forums](#discussionforums).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#forums",""
