"id","name","description","techniques","ml_lifecycle","category","created_date","modified_date"
"AML.M0024","AI Telemetry Logging","Implement logging of inputs and outputs of deployed AI models. When deploying AI agents, implement logging of the intermediate steps of agentic actions and decisions, data access and tool use, installation commands, and identity of the agent. Monitoring logs can help to detect security threats and mitigate impacts.

Additionally, having logging enabled can discourage adversaries who want to remain undetected from utilizing AI resources.","{'id': 'AML.T0024', 'use': 'Telemetry logging can help identify if sensitive data has been exfiltrated.'}; {'id': 'AML.T0024.000', 'use': 'Telemetry logging can help identify if sensitive data has been exfiltrated.'}; {'id': 'AML.T0024.001', 'use': 'Telemetry logging can help identify if sensitive data has been exfiltrated.'}; {'id': 'AML.T0024.002', 'use': 'Telemetry logging can help identify if sensitive data has been exfiltrated.'}; {'id': 'AML.T0005.001', 'use': 'Telemetry logging can help identify if a proxy training dataset has been exfiltrated.'}; {'id': 'AML.T0040', 'use': 'Telemetry logging can help audit API usage of the model.'}; {'id': 'AML.T0047', 'use': 'Telemetry logging can help identify if sensitive model information has been sent to an attacker.'}; {'id': 'AML.T0051', 'use': 'Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.'}; {'id': 'AML.T0051.000', 'use': 'Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.'}; {'id': 'AML.T0051.001', 'use': 'Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.'}; {'id': 'AML.T0051.002', 'use': 'Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.'}; {'id': 'AML.T0053', 'use': 'Log AI agent tool invocations to detect malicious calls.'}; {'id': 'AML.T0086', 'use': 'Log AI agent tool invocations to detect malicious calls.'}; {'id': 'AML.T0101', 'use': 'Log AI agent tool invocations to detect malicious calls.'}; {'id': 'AML.T0085', 'use': 'Log requests to AI services to detect malicious queries for data.'}; {'id': 'AML.T0085.000', 'use': 'Log requests to AI services to detect malicious queries for data.'}; {'id': 'AML.T0085.001', 'use': 'Log requests to AI services to detect malicious queries for data.'}","Deployment; Monitoring and Maintenance","Technical - Cyber","2025-03-12","2026-03-19"
"AML.M0025","Maintain AI Dataset Provenance","Maintain a detailed history of datasets used for AI applications. The history should include information about the dataset's source as well as a complete record of any modifications.","{'id': 'AML.T0010.002', 'use': 'Dataset provenance can protect against supply chain compromise of data.'}; {'id': 'AML.T0020', 'use': 'Dataset provenance can protect against poisoning of training data'}; {'id': 'AML.T0018.000', 'use': 'Dataset provenance can protect against poisoning of models.'}; {'id': 'AML.T0019', 'use': 'Maintaining a detailed history of datasets can help identify use of poisoned datasets from public sources.'}; {'id': 'AML.T0059', 'use': 'Maintaining dataset provenance can help identify adverse changes to the data.'}","Data Preparation; Business and Data Understanding","Technical - ML","2025-03-12","2025-12-23"
"AML.M0026","Privileged AI Agent Permissions Configuration","AI agents may be granted elevated privileges above that of a normal user to enable desired workflows. When deploying a privileged AI agent, or an agent that interacts with multiple users, it is important to implement robust policies and controls on permissions of the privileged agent. These controls include Role-Based Access Controls (RBAC), Attribute-Based Access Controls (ABAC), and the principle of least privilege so that the agent is only granted the necessary permissions to access tools and resources required to accomplish its designated task(s).","{'id': 'AML.T0086', 'use': ""Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}; {'id': 'AML.T0053', 'use': ""Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}; {'id': 'AML.T0085', 'use': ""Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from AI services if the agent is compromised.""}; {'id': 'AML.T0085.000', 'use': ""Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from RAG Databases if the agent is compromised.""}; {'id': 'AML.T0085.001', 'use': ""Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from agent tool invocation if the agent is compromised.""}; {'id': 'AML.T0082', 'use': ""Configuring privileged AI agents with proper access controls can limit an adversary's ability to harvest credentials from RAG Databases if the agent is compromised.""}; {'id': 'AML.T0101', 'use': ""Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}","Deployment","Technical - Cyber","2025-10-29","2025-12-23"
"AML.M0027","Single-User AI Agent Permissions Configuration","When deploying an AI agent that acts as a representative of a user and performs actions on their behalf, it is important to implement robust policies and controls on permissions and lifecycle management of the agent. Lifecycle management involves establishing identity, protocols for access management, and decommissioning of the agent when its role is no longer needed. Controls should also include the principle of least privilege and delegated access from the user account. When acting as a representative of a user, the AI agent should not be granted permissions that the user would not be granted within the system or organization.","{'id': 'AML.T0086', 'use': ""Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}; {'id': 'AML.T0053', 'use': ""Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}; {'id': 'AML.T0085', 'use': ""Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from AI services if the agent is compromised.""}; {'id': 'AML.T0085.000', 'use': ""Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from RAG Databases if the agent is compromised.""}; {'id': 'AML.T0085.001', 'use': ""Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from agent tool invocation if the agent is compromised.""}; {'id': 'AML.T0082', 'use': ""Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to harvest credentials from RAG Databases if the agent is compromised.""}; {'id': 'AML.T0101', 'use': ""Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.""}","Deployment","Technical - Cyber","2025-10-29","2025-12-23"
"AML.M0028","AI Agent Tools Permissions Configuration","When deploying tools that will be shared across multiple AI agents, it is important to implement robust policies and controls on permissions for the tools. These controls include applying the principle of least privilege along with delegated access, where the tools receive the permissions, identities, and restrictions of the AI agent calling them. These configurations may be implemented either in MCP servers which connect the agents to the tools calling them or, in more complex cases, directly in the configuration files of the tool.","{'id': 'AML.T0053', 'use': ""Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations and access sensitive data.""}; {'id': 'AML.T0085', 'use': ""Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit adversary's access to sensitive data.""}; {'id': 'AML.T0085.001', 'use': ""Configuring AI Agent tools with access controls that are inherited from the user or the AI Agent invoking the tool can limit adversary's access to sensitive data.""}; {'id': 'AML.T0101', 'use': ""Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations to destroy data.""}; {'id': 'AML.T0086', 'use': ""Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations and exfiltrate sensitive data.""}","Deployment","Technical - Cyber","2025-10-29","2025-12-23"
"AML.M0029","Human In-the-Loop for AI Agent Actions","Systems should require the user or another human stakeholder to approve AI agent actions before the agent takes them. The human approver may be technical staff or business unit SMEs depending on the use case. Separate tools, such as dedicated audit agents, may assist human approval, but final adjudication should be conducted by a human decision-maker. 

The security benefits from Human In-the-Loop policies may be at odds with operational overhead costs of additional approvals. To ease this, Human In-the-Loop policies should follow the degree of consequence of the task at hand. Minor, repetitive tasks performed by agents accessing basic tools may only require minimal human oversight, while agents employed in systems with significant consequences may necessitate approval from multiple stakeholders diversified across multiple organizations.","{'id': 'AML.T0086', 'use': 'Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.'}; {'id': 'AML.T0053', 'use': 'Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.'}; {'id': 'AML.T0101', 'use': 'Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.'}","Deployment","Technical - ML","2025-10-29","2025-12-23"
"AML.M0030","Restrict AI Agent Tool Invocation on Untrusted Data","Untrusted data can contain prompt injections that invoke an AI agent's tools, potentially causing confidentiality, integrity or availability violations. It is recommended that tool invocation be restricted or limited when untrusted data enters the LLM's context.

The degree to which tool invocation is restricted may depend on the potential consequences of the action. Consider blocking the automatic invocation of tools or requiring user confirmation once untrusted data enters the LLM's context. For high consequence actions, consider always requiring user confirmation.","{'id': 'AML.T0053', 'use': 'Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.'}; {'id': 'AML.T0086', 'use': 'Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.'}; {'id': 'AML.T0101', 'use': 'Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.'}","Deployment","Technical - ML","2025-10-29","2025-12-23"
"AML.M0031","Memory Hardening","Memory Hardening involves developing trust boundaries and secure processes for how an AI agent stores and accesses memory and context. This may be implemented using a combination of strategies including restricting an agent's ability to store memories by requiring external authentication and validation for memory updates, performing semantic integrity checks on retrieved memories before agents execute actions, and implementing controls for monitoring of memory and remediation processes for poisoned memory.","{'id': 'AML.T0080', 'use': 'Memory hardening can help protect LLM memory from manipulation and prevent poisoned memories from executing.'}; {'id': 'AML.T0080.000', 'use': 'Memory hardening can help protect LLM memory from manipulation and prevent poisoned memories from executing.'}","ML Model Engineering; Deployment; Monitoring and Maintenance","Technical - ML","2025-10-29","2025-12-20"
"AML.M0032","Segmentation of AI Agent Components","Define security boundaries around agentic tools and data sources with methods such as API access, container isolation, code execution sandboxing, and rate limiting of tool invocation. When sandboxing, limit resource and network access and build the container or virtual machine from a clean base image before each run. This restricts untrusted processes or potential compromises from spreading throughout the system.","{'id': 'AML.T0053', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to perform unsafe actions that affect other components.'}; {'id': 'AML.T0086', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to compromise sensitive data sources.'}; {'id': 'AML.T0098', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to harvest credentials.'}; {'id': 'AML.T0085', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data from AI services.'}; {'id': 'AML.T0085.000', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data from RAG databases.'}; {'id': 'AML.T0085.001', 'use': 'Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data.'}","Deployment; Business and Data Understanding","Technical - Cyber","2025-11-25","2026-03-19"
"AML.M0033","Input and Output Validation for AI Agent Components","Implement validation on inputs and outputs for the tools and data sources used by AI agents. Validation includes enforcing a common data format, schema validation, checks for sensitive or prohibited information leakage, and data sanitization to remove potential injections or unsafe code. Input and output validation can help prevent compromises from spreading in AI-enabled systems and can help secure the workflow when multiple components are chained together. Validation should be performed external to the AI agent.","{'id': 'AML.T0053', 'use': 'Validation can prevent adversaries from utilizing tools in an agentic workflow to generate unsafe output.'}; {'id': 'AML.T0086', 'use': 'Validation can prevent adversaries from utilizing tools in an agentic workflow to compromise sensitive data sources.'}; {'id': 'AML.T0051', 'use': 'Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.'}; {'id': 'AML.T0051.000', 'use': 'Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.'}; {'id': 'AML.T0051.001', 'use': 'Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.'}; {'id': 'AML.T0051.002', 'use': 'Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.'}","Business and Data Understanding; Data Preparation; Deployment","Technical - ML","2025-11-25","2025-12-18"
"AML.M0034","Deepfake Detection","Apply deepfake detection algorithms against any untrusted or user-provided data, especially in impactful applications such as biometric verification, to block generated content.

Detectors may use a combination of approaches, including:
-	AI models trained to differentiate between real and deepfake content.
-	Identifying common inconsistencies in deepfake content, such as unnatural facial movements, audio mismatches, or pixel-level artifacts.
-	Biometrics analysis, such blinking, eye movements, and microexpressions.","{'id': 'AML.T0088', 'use': 'Deepfake detection can be used to identify and block generated content.'}; {'id': 'AML.T0052', 'use': 'Deepfake detection can be used to identify and block phishing attempts that use generated content.'}; {'id': 'AML.T0052.000', 'use': 'Deepfake detection can be used to identify and block phishing attempts that use generated content.'}; {'id': 'AML.T0015', 'use': 'Deepfake detection can be used to identify and block generated content.'}","Deployment; Monitoring and Maintenance; ML Model Evaluation; ML Model Engineering; {'id': 'AML.T0052.001', 'use': 'Deploy technical controls to detect and block synthetic audio and video. This includes AI-based analysis tools that examine media for artifacts indicative deepfakes.'}","Technical - ML","2025-11-25","2026-04-22"
